@    title "Efield_Projection"
@    xaxis  label "Time (ps)"
@    yaxis  label "Alignment_percentage"
#time             Angle           Alignment%
@type xy
704               39.908148      76.707391
705               27.151611      88.980215
706               50.864413      63.115777
707               49.073853      65.508568
708               63.830388      44.102990
709               59.257413      51.118188
710               23.850430      91.460413
711               54.945391      57.435696
712               46.659911      68.632755
713               34.412163      82.499365
714               26.035407      89.852297
715               45.657689      69.894360
716               53.921441      58.889390
717               36.349695      80.541450
718               35.284806      81.629074
719               40.041110      76.558306
720               39.447259      77.220975
721               20.711866      93.537074
722               23.409918      91.768596
723               25.617036      90.170397
724               44.683982      71.099610
725               30.492648      86.169432
726               37.543009      79.289623
727               58.579029      52.132207
728               26.835593      89.230542
729               35.220319      81.694041
730               40.381684      76.174552
731               28.358040      87.999666
732               41.307112      75.118222
733               32.669082      84.180217
734               31.285794      85.458760
735               52.893152      60.330340
736               31.285255      85.459248
737               32.437890      84.397341
738               51.369841      62.429083
739               42.170675      74.114826
740               33.933713      82.968402
741               33.031917      83.836692
742               17.832609      95.195529
743               35.748241      81.159183
744               28.501457      87.880495
745               54.280089      58.382338
746               54.693025      57.795697
747               34.892050      82.023132
748               38.984774      77.731326
749               33.642234      83.251303
750               30.328882      86.314106
751               30.672927      86.009342
752               38.143785      78.646328
753               39.505424      77.156441
754               37.557909      79.273764
755               27.806180      88.453061
756               41.484927      74.913001
757               39.615251      77.034349
758               46.744622      68.525135
759               34.046761      82.858093
760               12.807834      97.511900
761               31.127684      85.601730
762               40.647777      75.872845
763               42.863246      73.297940
764               34.478210      82.434154
765               40.051275      76.546886
766               27.904684      88.372732
767               43.268489      72.814981
768               37.334439      79.510905
769               40.958962      75.517935
770               40.871518      75.617886
771               36.139499      80.758355
772               41.502339      74.892871
773               46.042966      69.411875
774               70.719225      33.019769
775               50.447488      63.678515
776               34.774774      82.140043
777               45.745601      69.784545
778               37.583079      79.246980
779               68.213373      37.115114
780               45.207683      70.453899
781               36.213947      80.681660
782               39.700757      76.939110
783               38.325734      78.449788
784               67.557783      38.175153
785               57.567802      53.630121
786               39.152794      77.546504
787               40.233247      76.342144
788               37.048199      79.812909
789               27.454831      88.737466
790               44.234378      71.649220
791               30.586841      86.085885
792               29.604910      86.945253
793               38.663059      78.083344
794               47.704425      67.295539
795               63.891626      44.007036
796               57.268992      54.069566
797               51.923523      61.671281
798               60.476527      49.278009
799               48.772559      65.904978
800               39.607174      77.043350
801               41.795490      74.552849
802               40.522129      76.015509
803               50.402500      63.739038
804               70.791685      32.900366
805               53.351548      59.690352
806               50.534857      63.560860
807               54.844249      57.580115
808               50.014583      64.259258
809               44.517620      71.303481
810               56.583207      55.072546
811               42.358255      73.894647
812               39.882718      76.735855
813               52.245972      61.227280
814               59.664497      50.506245
815               44.886396      70.850741
816               46.241655      69.161830
817               45.817135      69.695058
818               49.496704      64.949179
819               30.059426      86.550630
820               41.921200      74.406439
821               23.813790      91.486247
822               31.895769      84.901066
823               33.058114      83.811765
824               13.835056      97.098817
825               25.146512      90.522422
826               37.115079      79.742511
827               16.398727      95.932019
828               10.260633      98.400753
829               37.041260      79.820175
830               35.219596      81.694767
831               28.899650      87.546749
832               17.828058      95.197943
833               47.369972      67.726165
834               31.501701      85.262471
835               36.193584      80.702645
836               39.340192      77.339575
837               50.984821      62.952636
838               31.121823      85.607021
839               51.101645      62.794068
840               49.591091      64.823827
841               28.269635      88.072850
842               42.395506      73.850811
843               63.118161      45.215205
844               68.569093      36.537898
845               27.269890      88.885808
846               54.744503      57.722349
847               57.320417      53.994050
848               49.770775      64.584715
849               46.950599      68.262865
850               46.202188      69.211561
851               49.737012      64.629696
852               40.736701      75.771654
853               34.096650      82.809316
854               44.235102      71.648334
855               40.142887      76.443900
856               32.745683      84.107966
857               50.656343      63.397022
858               30.722938      85.964781
859               69.124485      35.633869
860               32.084479      84.726591
861               62.095819      46.799428
862               46.899643      68.327832
863               46.209498      69.202345
864               39.911991      76.703085
865               39.240670      77.449558
866               62.777753      45.744323
867               33.910147      82.991346
868               44.412511      71.431987
869               40.553172      75.980292
870               48.986034      65.624303
871               39.536915      77.121459
872               36.120217      80.778191
873               44.100928      71.811505
874               43.035957      73.092559
875               37.533632      79.299587
876               64.273894      43.406954
877               45.606381      69.958381
878               60.834789      48.732952
879               44.017072      71.913284
880               39.441115      77.227784
881               42.609564      73.598403
882               57.068199      54.364032
883               46.472835      68.869851
884               41.290911      75.136880
885               30.426115      86.228277
886               42.176123      74.108446
887               52.803906      60.454483
888               46.057207      69.393975
889               63.971446      43.881896
890               39.312019      77.370737
891               43.348817      72.718810
892               43.680891      72.319755
893               51.832956      61.795615
894               32.334645      84.493850
895               40.544089      75.990601
896               34.546990      82.366135
897               35.388857      81.524046
898               57.620625      53.552283
899               43.967441      71.973439
900               44.353105      71.504513
901               39.296896      77.387451
902               39.360863      77.316703
903               34.047597      82.857278
904               48.688387      66.015404
905               41.001133      75.469673
906               61.421415      47.836369
907               44.228674      71.656159
908               40.025098      76.576291
909               48.875834      65.769297
910               32.972960      83.892753
911               43.926154      72.023453
912               32.373961      84.457134
913               32.123870      84.690042
914               23.413364      91.766200
915               39.077691      77.629184
916               33.886021      83.014839
917               40.640872      75.880699
918               30.906199      85.800929
919               31.297991      85.447702
920               31.031269      85.688608
921               38.462428      78.301621
922               14.191269      96.948278
923               41.479663      74.919096
924               37.907861      78.899982
925               28.681452      87.730150
926               41.035679      75.430094
927               23.844238      91.464788
928               30.956986      85.755368
929               25.463464      90.285965
930               29.271031      87.231661
931               30.803213      85.893123
932               28.867035      87.574243
933               26.060123      89.833352
934               27.532040      88.675245
935               42.194207      74.087250
936               31.136297      85.593975
937               33.192694      83.683409
938               58.358927      52.459631
939               39.947921      76.662839
940               27.241792      88.908272
941               36.409530      80.479509
942               33.614195      83.278413
943               39.566718      77.088341
944               55.839305      56.151581
945               42.711747      73.477556
946               73.474128      28.444829
947               38.983992      77.732173
948               56.110665      55.759064
949               44.134439      71.770790
950               45.256535      70.393372
951               58.675178      51.988930
952               60.980019      48.511459
953               46.269966      69.126134
954               46.234060      69.171398
955               34.952183      81.963043
956               52.612451      60.720314
957               53.937944      58.866115
958               67.592830      38.118615
959               46.574409      68.741211
960               50.634048      63.427123
961               57.704512      53.428580
962               42.372987      73.877318
963               39.800259      76.828059
964               27.561385      88.651572
965               26.359161      89.602827
966               29.034785      87.432525
967               26.129270      89.780272
968               34.450830      82.461199
969               26.702233      89.335394
970               37.168201      79.686542
971               32.437667      84.397556
972               63.844136      44.081453
973               51.377028      62.419288
974               51.956578      61.625863
975               38.389797      78.380407
976               32.637777      84.209697
977               35.525168      81.386032
978               47.155010      68.001721
979               57.679783      53.465056
980               72.022496      30.864355
981               35.753893      81.153417
982               46.923286      68.297693
983               40.959577      75.517223
984               47.214657      67.925367
985               49.515462      64.924278
986               70.876967      32.759774
987               46.195673      69.219763
988               46.442032      68.908804
989               47.185777      67.962348
990               48.048022      66.850745
991               37.975834      78.827025
