@    title "Electric Field"
@    xaxis  label "Time (ps)"
@    yaxis  label "MV/cm"
#time             Magnitude      Efield_X       Efield_Y       Efield_Z
@type xy
228               35.480305     -29.374392       8.246360     -18.110622
229               30.883417     -27.544165      -3.039263     -13.633314
230               25.379025     -21.020319       0.383241     -14.215983
231               31.608732     -26.432802     -10.585118     -13.724947
232               27.488392     -18.941614      -7.485051     -18.460794
233               36.958401     -33.975346       3.701764     -14.067558
234               33.463139     -30.077726       6.295103     -13.247031
235               27.465212     -24.352253      -1.587240     -12.601045
236               32.433701     -24.274910      -0.918262     -21.490238
237               38.864815     -37.536980       5.478993      -8.451597
238               30.847683     -24.474304      -8.898030     -16.535208
239               35.202255     -27.160955     -11.311288     -19.327080
240               25.101631     -19.210424       0.078541     -16.156895
241               22.807030     -18.967218      -3.908605     -12.046909
242               28.933540     -28.360525      -5.100595      -2.610409
243               34.090759     -30.223385     -12.116553     -10.095344
244               26.331814     -20.058142      -7.759138     -15.193127
245               19.534452     -11.671098      -9.601345     -12.377176
246               18.776369      -5.603350     -10.344046     -14.634043
247               27.788767     -23.715019      -2.355100     -14.292197
248               32.800041     -28.860836      -9.586699     -12.287798
249               26.962332     -25.927362      -6.675314      -3.190504
250               36.879047     -33.722977       4.409242     -14.261264
251               31.039289     -28.458187      -7.144967     -10.125145
252               32.861752     -27.902199      -8.078703     -15.365438
253               37.387871     -36.452393       7.895025       2.597023
254               22.132322     -19.707613      -6.831498      -7.401372
255               29.458340     -28.571844       1.197653      -7.071710
256               25.057081     -20.885366       8.804241     -10.683827
257               30.403536     -29.152935      -2.546388      -8.246044
258               26.511189     -22.498297     -13.720359      -2.901986
259               23.740305     -21.437145       0.816849     -10.167774
260               25.043665     -20.714163      -5.546072     -12.936373
261               34.214027     -30.156687     -13.209146      -9.310871
262               33.723289     -30.333633      -6.884405     -13.028275
263               35.111317     -32.078270      -9.057158     -11.034363
264               26.305901     -25.007423      -5.580447      -5.957164
265               34.400860     -29.240488      -8.321106     -16.098827
266               30.288692     -27.010767      -4.361626     -12.992287
267               23.744417     -21.995325      -6.112315      -6.530136
268               28.184261     -22.912432      -2.920632     -16.150631
269               33.441757     -29.361282      -0.996654     -15.977262
270               28.011152     -25.459602      -2.469473     -11.416434
271               29.538607     -27.201071      -6.284671      -9.650590
272               29.523020     -27.081999     -11.734468      -0.690113
273               24.494049     -18.026058       7.136956     -14.969419
274               22.620384     -22.045090      -4.801449      -1.625400
275               22.621321     -21.625139      -1.752461      -6.403625
276               25.867298     -23.109652      -9.163581      -7.147718
277               31.839382     -26.402451     -15.000213      -9.573427
278               30.100565     -23.647535      -6.479757     -17.459980
279               26.972755     -25.562040      -0.060460      -8.608601
280               30.775667     -30.008806      -6.819417       0.329942
281               22.065353     -17.709305      -8.091979     -10.381727
282               19.600233     -18.799097       3.092257      -4.604464
283               33.620319     -31.633638      -4.022375     -10.651731
284               26.415266     -25.832232      -0.193732      -5.515848
285               31.879763     -26.558598       2.696250     -17.426712
286               38.492538     -38.062984      -1.148448      -5.618351
287               28.792204     -28.115078       1.908182      -5.906969
288               27.601692     -24.202627      -2.874479     -12.954675
289               24.805016     -17.915087     -12.781152     -11.444674
290               23.127213     -18.448208      -9.646204     -10.073844
291               32.594421     -27.334032      -4.747999     -17.108580
292               17.987492     -12.484377     -10.172261      -8.013445
293               29.536570     -25.144121      -0.930423     -15.469856
294               24.935284     -18.557272      -6.682280     -15.255921
295               36.350880     -24.022131      -6.256650     -26.555185
296               32.213230     -26.430134      -7.071671     -17.003874
297               35.239639     -27.424910      -6.195602     -21.244320
298               33.006950     -28.296808      -1.858911     -16.890642
299               25.484625     -25.205294      -1.324010       3.522252
300               38.463768     -27.585339       7.132227     -25.838768
301               13.589519     -10.162283      -3.296288      -8.398661
302               35.226574     -32.867863      -6.464631     -10.900630
303               34.779491     -23.581005      -6.554303     -24.710127
304               29.952026     -28.537262      -8.620008       2.905859
305               34.761612     -27.456978     -12.419003     -17.327797
