#time   Angle(Efield(t), avg_field)   Projection(Efield(t), avg_field)   Alignment(Efield(t), avg_field)
10626              9.962137                     39.027534                       105.860066
10627              6.322202                     39.660320                       107.576454
10628              8.517006                     32.002052                        86.803824
10629             10.750431                     46.365524                       125.763965
10630             14.881384                     32.613708                        88.462907
10631             15.935771                     36.815609                        99.860334
10632             14.670053                     37.098373                       100.627315
10633             12.443894                     31.972425                        86.723465
10634              6.786049                     31.686949                        85.949123
10635              6.350268                     41.070271                       111.400867
10636              7.596906                     45.184292                       122.559929
10637              4.940306                     43.024773                       116.702354
10638              6.113658                     37.980892                       103.021097
10639              2.752784                     35.860588                        97.269893
10640              8.589360                     40.748062                       110.526896
10641              2.709133                     42.249550                       114.599597
10642              4.211102                     33.600632                        91.139883
10643              7.336898                     34.112537                        92.528397
10644             12.712805                     35.486328                        96.254730
10645              6.589130                     39.357872                       106.756079
10646              4.527531                     26.770037                        72.612268
10647              2.298995                     25.354883                        68.773741
10648              7.730277                     37.784054                       102.487183
10649              2.993167                     40.624710                       110.192311
10650              2.879704                     44.478680                       120.646000
10651             20.041388                     30.308300                        82.209611
10652              3.760309                     28.824545                        78.185010
10653             13.810885                     28.979082                        78.604180
10654             12.683006                     36.809856                        99.844730
10655              9.438839                     32.531281                        88.239324
10656              2.580051                     37.817070                       102.576745
10657             12.882658                     30.633743                        83.092362
10658              8.665444                     27.125483                        73.576397
10659              6.111189                     28.107920                        76.241201
10660              3.755515                     35.686501                        96.797687
10661             17.580198                     35.991013                        97.623664
10662             23.464603                     30.060635                        81.537837
10663             21.351939                     30.465679                        82.636493
10664             12.554037                     32.361504                        87.778819
10665             26.920138                     23.535740                        63.839412
10666             10.574194                     28.616842                        77.621627
10667             23.213148                     21.935400                        59.498578
10668              9.434923                     21.980240                        59.620202
10669              4.586163                     32.377357                        87.821817
10670              7.196202                     26.167139                        70.976937
10671              5.728579                     27.092291                        73.486364
10672             18.472921                     27.065073                        73.412538
10673             15.940770                     37.966614                       102.982366
10674             15.116874                     44.457615                       120.588863
10675             12.299129                     39.767136                       107.866192
10676              1.644848                     30.883587                        83.770049
10677             16.465597                     31.705898                        86.000520
10678              9.120549                     33.145771                        89.906096
10679             14.963872                     25.120552                        68.138129
10680             15.957573                     24.228201                        65.717673
10681             11.180071                     37.364639                       101.349545
10682             15.895583                     35.827873                        97.181153
10683             15.714045                     25.114738                        68.122363
10684             12.699204                     28.990347                        78.634739
10685              4.945815                     31.597269                        85.705870
10686             13.513470                     24.951500                        67.679584
10687              1.789145                     38.155735                       103.495347
10688             21.666733                     28.435352                        77.129346
10689             11.032336                     34.683918                        94.078237
10690             12.144503                     39.746548                       107.810342
10691             17.176372                     34.224522                        92.832148
10692              9.559461                     32.738548                        88.801527
10693              3.064969                     33.127930                        89.857703
10694              8.747587                     24.775755                        67.202884
10695             10.016259                     37.546703                       101.843393
10696              6.994314                     33.672943                        91.336024
10697             11.173887                     43.041851                       116.748679
10698              3.732031                     37.178967                       100.845921
10699              6.420862                     35.672638                        96.760088
10700             16.064599                     32.946606                        89.365876
10701              2.917926                     34.063805                        92.396218
10702              8.112830                     28.811718                        78.150213
10703              1.880135                     36.333008                        98.551303
10704             16.281333                     34.222214                        92.825890
10705              5.799816                     41.163090                       111.652637
10706             18.626613                     29.134287                        79.025167
10707             17.136604                     30.846603                        83.669734
10708             14.430617                     37.466137                       101.624858
10709              3.773201                     30.997545                        84.079152
10710              5.525667                     33.718868                        91.460592
10711             20.508937                     41.477455                       112.505341
10712              9.665381                     32.105389                        87.084121
10713              6.375506                     25.102200                        68.088347
10714             13.284555                     37.408470                       101.468432
10715              5.125755                     36.280312                        98.408371
10716              2.671298                     32.351231                        87.750953
10717             10.910857                     36.743553                        99.664885
10718             11.491319                     30.622725                        83.062470
10719             10.606972                     28.085472                        76.180315
10720              3.735859                     26.078079                        70.735371
10721             11.572753                     32.350193                        87.748134
10722              6.453182                     34.481506                        93.529207
10723              5.478867                     30.764544                        83.447146
10724             20.582065                     32.426472                        87.955040
10725             17.629914                     33.574848                        91.069949
10726              7.992298                     37.839592                       102.637827
10727             10.099990                     37.117790                       100.679982
10728              7.988417                     30.340033                        82.295686
10729             18.783685                     28.659515                        77.737373
10730              5.393759                     39.956062                       108.378637
10731              8.052788                     41.623062                       112.900293
10732              6.790037                     31.343086                        85.016412
10733              5.585565                     40.387959                       109.550142
10734              6.509425                     46.221355                       125.372910
10735              6.444516                     39.090317                       106.030357
10736              4.808112                     42.475330                       115.212023
10737              8.158247                     39.254459                       106.475580
10738              9.183674                     33.111691                        89.813656
10739              9.025825                     42.878361                       116.305220
10740              8.842291                     44.447910                       120.562541
10741              4.277046                     47.989578                       130.169117
10742             11.669371                     39.762566                       107.853794
10743             13.274742                     32.002853                        86.805999
10744             12.784350                     41.005318                       111.224687
10745              8.496228                     47.667271                       129.294872
10746              9.734639                     49.004593                       132.922292
10747              4.649031                     42.211281                       114.495802
10748             13.483520                     35.814907                        97.145987
10749             10.933098                     39.461735                       107.037807
10750              3.349131                     39.945808                       108.350825
10751              9.391910                     48.962650                       132.808518
10752              7.614581                     39.932953                       108.315957
10753              5.684996                     46.448452                       125.988901
10754              6.881993                     46.217548                       125.362587
10755              4.222296                     40.179482                       108.984649
10756              4.517527                     46.739582                       126.778567
10757             17.039535                     48.017418                       130.244637
10758             12.434524                     45.865124                       124.406648
10759             11.144577                     48.740582                       132.206178
10760              2.758963                     46.703892                       126.681757
10761              7.872926                     43.459518                       117.881572
10762              7.086567                     37.765823                       102.437735
10763             11.850555                     39.176964                       106.265378
10764             13.501319                     42.830795                       116.176200
10765              7.515175                     43.034168                       116.727841
10766              7.577534                     41.482525                       112.519085
10767             11.681066                     44.491711                       120.681345
10768              7.364072                     43.539501                       118.098521
10769             11.235786                     37.464054                       101.619208
10770              3.797307                     48.872791                       132.564783
10771              9.050456                     38.975349                       105.718517
10772              4.286423                     40.347591                       109.440649
10773              7.560629                     40.177788                       108.980060
10774              7.300170                     36.270432                        98.381567
10775             16.105041                     31.119110                        84.408891
10776             12.410409                     35.102924                        95.214772
10777              7.441469                     44.747597                       121.375418
10778             12.664421                     38.104847                       103.357327
10779             11.471314                     46.515530                       126.170838
10780              2.574583                     42.141083                       114.305389
10781              9.010007                     46.092655                       125.023818
10782             10.479384                     38.396629                       104.148769
10783              6.653931                     42.132496                       114.282095
10784             10.166395                     41.161343                       111.647904
10785              9.587162                     38.215431                       103.657281
10786              3.292713                     49.666492                       134.717655
10787              8.153456                     39.428265                       106.947017
10788              3.483127                     37.082981                       100.585568
10789              3.604185                     41.280602                       111.971378
10790              4.011564                     44.536869                       120.803833
10791             19.984988                     38.554462                       104.576874
10792              5.142433                     41.851078                       113.518775
10793              6.003222                     42.786198                       116.055226
10794              4.831646                     44.292545                       120.141113
10795              5.816116                     46.648556                       126.531672
10796              6.343379                     33.789291                        91.651613
10797              4.849251                     51.213596                       138.914096
10798             14.733474                     41.021805                       111.269414
10799              7.764806                     40.925144                       111.007226
10800             10.633267                     35.544926                        96.413672
10801              2.870785                     44.271233                       120.083308
10802              9.137812                     40.429684                       109.663320
10803             10.846383                     38.005669                       103.088307
10804             18.971000                     44.902920                       121.796727
10805              8.370953                     47.516697                       128.886449
10806              7.362766                     38.344215                       104.006600
10807              2.963062                     38.914307                       105.552936
10808             10.926885                     47.770866                       129.575872
10809              4.891647                     36.824753                        99.885136
10810             13.737231                     40.030266                       108.579910
10811              8.344285                     38.000389                       103.073990
10812             15.756030                     36.547421                        99.132890
10813             17.816610                     38.843090                       105.359769
10814             10.167885                     29.660765                        80.453211
10815              9.327591                     35.620670                        96.619129
10816             11.237065                     37.538181                       101.820266
10817              2.656086                     44.116543                       119.663715
10818             10.674184                     35.387020                        95.985365
10819             11.644390                     41.896149                       113.641024
10820              9.072508                     38.688385                       104.940140
10821              9.157381                     37.045059                       100.482702
10822              8.182397                     36.391411                        98.709720
10823              3.553745                     45.542221                       123.530793
10824             18.785955                     33.775631                        91.614556
10825              9.514485                     42.871735                       116.287243
10826             14.194208                     34.135227                        92.589945
10827              5.668562                     43.876091                       119.011509
10828             10.958422                     37.946312                       102.927303
10829              2.213109                     44.136200                       119.717038
10830             10.794119                     43.348808                       117.581284
10831              1.878782                     43.201912                       117.182827
10832              6.781423                     40.572262                       110.050046
10833              7.793115                     39.591560                       107.389951
10834              4.937251                     40.642750                       110.241246
10835              5.494939                     36.781288                        99.767238
10836              4.076454                     46.678398                       126.612616
10837             13.801898                     39.022354                       105.846012
10838              7.483304                     39.490772                       107.116568
10839              4.278053                     41.646416                       112.963629
10840              8.342873                     35.529739                        96.372485
10841              5.233454                     33.599640                        91.137195
10842             13.759763                     40.446247                       109.708238
10843             10.588775                     34.839314                        94.499743
10844             10.136730                     41.092873                       111.462176
10845             17.070019                     37.318428                       101.224208
10846              8.168276                     47.484726                       128.799736
10847             17.124128                     41.463852                       112.468445
10848             15.612382                     40.889034                       110.909283
10849              5.086771                     41.361103                       112.189734
10850             10.380932                     47.015244                       127.526283
10851              9.496225                     41.919445                       113.704216
10852              3.069755                     45.133007                       122.420824
10853              8.502397                     45.678940                       123.901641
10854             11.291473                     46.378433                       125.798976
10855             15.057189                     33.204170                        90.064502
10856             10.063528                     38.144215                       103.464103
10857              5.682514                     43.069252                       116.823006
10858              4.693607                     35.126514                        95.278758
10859              9.606090                     41.443996                       112.414587
10860              2.338164                     45.182575                       122.555280
10861              4.642073                     48.940929                       132.749605
10862             10.134440                     40.393024                       109.563875
10863              3.915867                     32.138481                        87.173879
10864             13.524996                     40.966026                       111.118114
10865             11.226124                     43.250381                       117.314303
10866              8.999664                     40.268711                       109.226680
10867              8.825434                     50.737938                       137.623894
10868              9.055252                     34.941517                        94.776964
10869             18.047820                     42.483471                       115.234101
10870              9.407801                     42.684109                       115.778315
10871              2.950284                     34.089745                        92.466575
10872              7.672249                     40.832054                       110.754728
10873             13.068837                     42.356182                       114.888835
10874             17.684340                     38.896042                       105.503392
10875             11.212486                     30.857155                        83.698350
10876              3.288726                     47.113167                       127.791893
10877             11.760332                     32.242535                        87.456119
10878             16.226158                     40.466110                       109.762120
10879              6.452331                     42.476570                       115.215385
10880              7.431046                     38.034851                       103.167462
10881             11.158421                     39.248947                       106.460631
10882              7.910261                     39.358929                       106.758952
10883              2.019939                     28.415386                        77.075189
10884              8.286265                     40.355820                       109.462965
10885             11.603558                     42.694008                       115.805173
10886              3.220330                     50.153324                       136.038160
10887             17.163554                     27.801821                        75.410926
10888             12.484954                     37.435909                       101.542866
10889             15.369503                     41.938663                       113.756335
10890             22.953368                     36.778316                        99.759179
10891              6.259244                     36.561386                        99.170768
10892             10.449073                     40.502296                       109.860277
10893              6.519930                     42.629730                       115.630817
10894             15.677841                     45.202354                       122.608924
10895             12.469321                     43.882187                       119.028044
10896              4.381058                     47.409882                       128.596723
10897              9.712356                     46.448231                       125.988293
10898             10.187868                     41.231697                       111.838734
10899              7.764047                     39.595589                       107.400882
10900              4.888922                     44.981064                       122.008681
10901             13.352437                     42.748539                       115.953088
10902              3.267705                     34.338627                        93.141657
10903              5.026950                     41.313557                       112.060773
10904              3.148835                     42.662811                       115.720546
10905              8.870750                     41.331478                       112.109387
10906             10.704802                     37.966198                       102.981246
10907              4.610189                     41.389606                       112.267053
10908             14.779301                     35.184372                        95.435691
10909             10.347637                     42.012405                       113.956356
10910             10.175407                     46.155529                       125.194359
10911             13.934958                     37.219242                       100.955164
10912              7.865492                     39.862751                       108.125544
10913              1.677948                     50.616604                       137.294781
10914              2.871604                     42.080093                       114.139962
10915              5.994367                     50.148605                       136.025357
10916             19.173298                     33.847816                        91.810358
10917             20.315687                     37.764008                       102.432811
10918              6.518486                     41.824566                       113.446856
10919              8.685978                     34.782318                        94.345140
10920             11.670148                     41.263329                       111.924529
10921             13.394355                     39.212109                       106.360710
10922              2.958235                     38.212292                       103.648758
10923             12.597891                     41.714737                       113.148952
10924              7.285588                     43.534763                       118.085670
10925             13.236644                     45.710434                       123.987067
10926             11.935945                     38.532005                       104.515970
10927              5.572779                     35.792324                        97.084731
10928              6.337937                     44.338787                       120.266545
10929              3.617850                     48.036865                       130.297375
10930              5.572216                     46.236839                       125.414908
10931             14.108735                     38.867886                       105.427027
10932             12.601727                     39.830444                       108.037913
10933              8.386655                     54.824207                       148.707676
10934              9.335320                     40.584534                       110.083342
10935              6.752179                     43.521889                       118.050754
10936              9.508678                     38.870663                       105.434561
10937              1.436541                     46.695259                       126.658344
10938             10.016789                     45.762451                       124.128151
10939              2.527239                     41.430096                       112.376881
10940             12.125935                     47.018661                       127.535558
10941              6.207725                     50.743450                       137.638843
10942              9.366323                     42.385311                       114.967847
10943             15.311012                     41.242893                       111.869097
10944              7.898316                     52.024525                       141.113687
10945              8.293395                     46.136719                       125.143337
10946              8.661657                     32.470688                        88.074970
10947              1.812833                     41.574383                       112.768245
10948             11.686243                     48.171291                       130.662000
10949             10.200912                     37.301540                       101.178396
10950              7.102742                     47.411484                       128.601062
10951             10.578064                     41.058521                       111.369002
10952             21.155937                     42.509262                       115.304053
10953              6.115293                     34.923214                        94.727314
10954              5.003237                     41.494080                       112.550426
10955             12.285285                     42.929638                       116.444302
10956              7.643546                     39.933762                       108.318150
10957              7.315983                     45.291580                       122.850943
10958              5.394667                     48.359699                       131.173050
10959              7.799283                     42.125023                       114.261830
10960              8.104719                     47.652927                       129.255974
10961             16.093625                     46.456539                       126.010835
10962             11.850821                     53.765877                       145.837009
10963             14.971436                     40.755619                       110.547400
10964              6.149085                     45.357353                       123.029351
10965              5.022895                     56.118458                       152.218258
10966              3.299958                     47.782238                       129.606724
10967              3.709085                     33.359184                        90.484971
10968              8.252096                     57.023521                       154.673195
10969              4.254871                     44.024776                       119.414806
10970              7.282598                     44.532387                       120.791674
10971             12.064114                     29.163027                        79.103124
10972             10.148056                     47.987228                       130.162740
10973              6.030557                     43.829987                       118.886447
10974             18.606288                     41.412971                       112.330425
10975             13.625054                     42.499725                       115.278184
10976              7.373737                     52.672882                       142.872322
10977             17.387286                     42.263622                       114.637768
10978              3.951262                     43.667492                       118.445694
10979              9.469692                     37.302250                       101.180327
10980              6.543107                     43.004688                       116.647875
10981             12.292842                     34.106617                        92.512339
10982              9.945601                     47.441696                       128.683019
10983              5.509186                     38.543812                       104.547989
10984              5.612761                     45.858086                       124.387562
10985              6.299896                     35.755779                        96.985602
10986              8.510062                     40.870686                       110.859513
10987              6.243720                     37.913204                       102.837503
10988             10.372799                     39.547585                       107.270670
10989              6.472539                     39.029854                       105.866349
10990              3.814748                     39.778835                       107.897925
10991             11.972679                     41.315098                       112.064958
10992              3.345212                     40.113262                       108.805037
10993              9.369365                     32.562885                        88.325053
10994              9.434631                     50.997612                       138.328242
10995             10.131703                     39.694550                       107.669306
10996              6.720999                     36.488770                        98.973799
10997              5.019383                     40.175491                       108.973837
10998              9.334710                     47.841278                       129.766858
10999              7.848780                     40.661232                       110.291374
11000             13.354537                     41.175934                       111.687481
11001              4.705362                     31.317118                        84.945977
11002             16.614289                     43.367790                       117.632771
11003             19.269314                     38.732090                       105.058682
11004              4.766948                     44.185734                       119.851398
11005             11.188117                     33.707981                        91.431063
11006             15.341414                     43.681511                       118.483722
11007             20.561091                     38.724388                       105.037796
11008              5.024104                     44.784492                       121.475494
11009              3.847765                     39.980026                       108.443642
11010             10.294895                     42.378677                       114.949858
11011             20.757415                     26.866270                        72.873294
11012              7.852230                     40.152336                       108.911026
11013              8.357500                     37.856976                       102.684987
11014             16.456426                     34.674240                        94.051987
11015              8.374729                     45.287575                       122.840083
11016              6.611413                     41.535728                       112.663400
11017              9.781406                     39.142387                       106.171596
11018             10.950892                     47.337509                       128.400409
11019              3.683871                     48.558380                       131.711960
11020             10.562650                     36.610790                        99.304777
11021             13.733132                     35.234127                        95.570648
11022              6.166437                     37.350986                       101.312518
11023              6.916960                     42.313595                       114.773321
11024              7.454852                     34.228569                        92.843127
11025              6.101975                     45.798309                       124.225414
11026              7.660550                     44.859161                       121.678030
11027             11.148499                     39.596909                       107.404459
11028              5.075126                     43.816132                       118.848872
11029              2.369677                     48.317616                       131.058896
11030              9.188765                     42.320824                       114.792931
11031             16.009960                     42.357864                       114.893401
11032              8.044837                     44.685867                       121.207976
11033              9.639391                     40.575825                       110.059714
11034              6.576887                     34.865726                        94.571382
11035             15.092537                     39.651497                       107.552528
11036             11.266644                     46.158390                       125.202119
11037              7.588843                     36.938644                       100.194061
11038              8.095679                     43.436436                       117.818964
11039              9.398646                     38.501568                       104.433405
11040             10.869752                     39.342087                       106.713271
11041             12.615416                     34.976250                        94.871169
11042              5.698151                     45.846626                       124.356472
11043             11.462107                     48.433029                       131.371951
11044              4.556597                     43.630497                       118.345344
11045              7.278233                     42.335510                       114.832771
11046              2.758751                     42.188797                       114.434814
11047              8.105833                     38.012287                       103.106260
11048              5.165698                     39.910362                       108.254683
11049              9.028219                     32.505844                        88.170332
11050             11.769276                     32.611664                        88.457364
11051              8.057857                     40.614212                       110.163844
11052              2.773541                     37.466099                       101.624751
11053              4.841691                     45.344563                       122.994661
11054             16.514313                     37.338058                       101.277447
11055              4.396098                     39.167065                       106.238532
11056              6.222520                     49.281471                       133.673310
11057              3.375625                     40.392719                       109.563053
11058             11.624627                     48.334339                       131.104267
11059              4.566088                     37.063129                       100.531721
11060             13.112187                     42.575348                       115.483308
11061              3.915567                     31.161686                        84.524375
11062              2.353266                     42.735443                       115.917563
11063              2.704722                     39.302998                       106.607234
11064              9.465415                     45.503414                       123.425531
11065              7.522613                     40.908512                       110.962117
11066              7.501428                     41.346394                       112.149835
11067             20.179875                     35.924454                        97.443122
11068              6.666092                     42.911358                       116.394722
11069             13.706234                     47.713711                       129.420841
11070              3.285927                     48.407997                       131.304061
11071              9.728174                     42.876011                       116.298842
11072             11.810410                     43.182381                       117.129850
11073              3.371562                     35.484638                        96.250147
11074              9.759108                     32.560425                        88.318378
11075             17.388543                     41.287708                       111.990654
11076              5.443953                     40.553547                       109.999287
11077             11.166183                     48.639042                       131.930757
11078              5.203905                     37.110653                       100.660622
11079             10.077785                     50.228855                       136.243033
11080             13.497384                     42.607330                       115.570068
11081              8.224998                     48.513084                       131.589103
11082              7.015820                     43.534767                       118.085682
11083              2.387697                     36.887310                       100.054824
11084             14.920589                     36.544003                        99.123615
11085              4.786674                     46.450729                       125.995076
11086              4.166592                     42.158295                       114.352083
11087             10.623212                     47.478401                       128.782582
11088              3.283066                     49.575180                       134.469974
11089              5.263246                     32.981564                        89.460695
11090              5.130111                     41.140953                       111.592591
11091              2.737596                     46.136662                       125.143182
11092             11.075458                     37.945133                       102.924109
11093             10.696157                     36.881222                       100.038302
11094              5.011023                     40.487411                       109.819901
11095              7.910385                     39.042770                       105.901384
11096              6.875435                     45.179604                       122.547209
11097              7.861524                     38.598564                       104.696500
11098              5.308952                     37.627182                       102.061677
11099             11.465028                     41.631878                       112.924206
11100             11.316422                     35.130409                        95.289320
11101             21.109257                     31.635340                        85.809135
11102              8.049204                     43.673862                       118.462968
11103             19.211901                     33.711098                        91.439515
11104             15.092327                     40.038315                       108.601749
11105              2.267536                     43.705517                       118.548834
11106              2.085816                     44.697296                       121.238983
11107              9.068804                     51.654583                       140.110242
11108              9.245393                     46.568687                       126.315033
11109              9.014956                     38.178318                       103.556609
11110             15.519454                     33.635365                        91.234094
11111              9.943643                     37.293312                       101.156080
11112              3.551926                     43.648960                       118.395424
11113              4.948349                     34.136662                        92.593837
11114             10.219080                     34.479973                        93.525046
11115              6.002308                     38.069374                       103.261101
11116              7.849480                     35.691292                        96.810687
11117              8.132022                     40.705902                       110.412538
11118             11.380464                     35.225700                        95.547795
11119              9.883797                     37.006702                       100.378668
11120             16.347299                     36.892410                       100.068653
