#time   Angle(Efield(t), avg_field)   Projection(Efield(t), avg_field)   Alignment(Efield(t), avg_field)
21326             11.879390                     27.701096                        75.137711
21327              5.049155                     36.199081                        98.188037
21328              5.695398                     27.366096                        74.229044
21329             18.138826                     22.396193                        60.748452
21330              3.733237                     26.288919                        71.307260
21331              3.516748                     29.248400                        79.334688
21332              2.002227                     24.752693                        67.140335
21333             14.629097                     33.770245                        91.599947
21334              7.054605                     33.760147                        91.572559
21335             10.299328                     24.768810                        67.184049
21336             21.494600                     25.545832                        69.291675
21337             16.674500                     25.941484                        70.364863
21338              7.307369                     24.194466                        65.626168
21339             26.893030                     17.333273                        47.015560
21340             17.449257                     30.420481                        82.513899
21341              5.808461                     29.195271                        79.190582
21342              6.138875                     30.515619                        82.771957
21343             15.267483                     29.805241                        80.845094
21344              5.638263                     29.510834                        80.046529
21345             16.527715                     27.022367                        73.296702
21346             16.839502                     27.380333                        74.267662
21347              4.253444                     34.802906                        94.400984
21348              4.580265                     25.768242                        69.894952
21349             14.347599                     36.573219                        99.202865
21350             15.692292                     26.701242                        72.425663
21351             20.423867                     24.538015                        66.558027
21352              8.384852                     28.009399                        75.973970
21353             14.295910                     33.637573                        91.240084
21354             12.056122                     33.968319                        92.137218
21355              4.160430                     32.255814                        87.492138
21356              4.573589                     32.049313                        86.932015
21357             13.979361                     35.349640                        95.883971
21358             13.022359                     36.325150                        98.529989
21359             20.839512                     32.188507                        87.309575
21360             23.507544                     24.411724                        66.215473
21361              4.216029                     28.671122                        77.768856
21362             11.071511                     26.799719                        72.692776
21363             21.260130                     24.886133                        67.502278
21364             25.177556                     20.594536                        55.861557
21365              2.689991                     25.345848                        68.749231
21366              2.341426                     24.251190                        65.780032
21367              3.823772                     29.019024                        78.712523
21368              6.258994                     22.447634                        60.887986
21369              7.875219                     27.728706                        75.212604
21370             11.972959                     37.047241                       100.488627
21371             11.761488                     22.860266                        62.007225
21372             13.467620                     32.522213                        88.214731
21373             10.015709                     36.407379                        98.753035
21374             18.441952                     25.602779                        69.446146
21375              1.719422                     28.929104                        78.468621
21376              7.687199                     27.907309                        75.697052
21377             28.265582                     27.401585                        74.325305
21378              9.828293                     29.433260                        79.836112
21379              7.493498                     24.744696                        67.118639
21380              2.614267                     26.223087                        71.128696
21381             14.810850                     27.429356                        74.400634
21382              7.676418                     28.649662                        77.710646
21383              7.299955                     28.294422                        76.747078
21384             10.067827                     31.455215                        85.320556
21385             17.520366                     27.317753                        74.097919
21386             10.601535                     28.710421                        77.875453
21387              3.049537                     31.131571                        84.442693
21388              8.507408                     24.001209                        65.101975
21389              8.654761                     25.823364                        70.044470
21390              5.156321                     29.065916                        78.839713
21391             12.572014                     27.057846                        73.392934
21392             17.762195                     26.781803                        72.644180
21393             21.108432                     17.333256                        47.015512
21394              7.797144                     29.054556                        78.808898
21395             15.825543                     24.583225                        66.680658
21396              2.796524                     34.797512                        94.386357
21397              3.932633                     38.914864                       105.554450
21398              5.509222                     35.815472                        97.147518
21399              3.692047                     38.529800                       104.509985
21400             17.959215                     37.904926                       102.815044
21401             12.979231                     46.016220                       124.816489
21402             16.175103                     41.092903                       111.462259
21403              6.609366                     34.010155                        92.250693
21404             14.560139                     32.283321                        87.566751
21405             26.067383                     34.425083                        93.376166
21406             16.918131                     35.020794                        94.991994
21407             19.017168                     24.735462                        67.093593
21408              8.838402                     35.135109                        95.302069
21409             20.119986                     33.258209                        90.211082
21410             17.576908                     27.056875                        73.390299
21411              5.467517                     37.205154                       100.916958
21412             23.241586                     33.701466                        91.413391
21413             13.503923                     40.206768                       109.058666
21414             12.014078                     30.219288                        81.968170
21415              5.842411                     37.184944                       100.862134
21416             11.533550                     40.407578                       109.603357
21417              4.228182                     44.074261                       119.549036
21418              8.657030                     31.501980                        85.447407
21419              2.389418                     41.706326                       113.126135
21420             16.947129                     41.147900                       111.611438
21421             12.384242                     35.810799                        97.134840
21422             16.425065                     31.345060                        85.021770
21423              7.153437                     33.665123                        91.314811
21424             19.987406                     34.515747                        93.622082
21425             11.231000                     33.895691                        91.940218
21426             11.180864                     48.786427                       132.330525
21427              7.380600                     39.439262                       106.976855
21428             18.635005                     28.234581                        76.584762
21429             17.681900                     19.033930                        51.628500
21430             14.556430                     29.637972                        80.391383
21431             11.444753                     28.509850                        77.331412
21432             11.585003                     30.304876                        82.200325
21433              6.815552                     36.502243                        99.010348
21434              5.380300                     20.301121                        55.065686
21435             15.646418                     20.805876                        56.434804
21436             17.547436                     24.533648                        66.546184
21437              1.477637                     31.938286                        86.630863
21438             14.995160                     28.775297                        78.051424
21439             16.731179                     33.935966                        92.049462
21440             11.824184                     39.630322                       107.495093
21441             12.562408                     33.284981                        90.283698
21442              5.811565                     40.142334                       108.883893
21443             20.092885                     36.196804                        98.181862
21444             18.265875                     32.232136                        87.427914
21445              8.468236                     33.285633                        90.285468
21446             13.210548                     44.635616                       121.071672
21447             11.627356                     44.307076                       120.180523
21448             11.989443                     31.642439                        85.828394
21449             17.904353                     27.794043                        75.389826
21450             15.723814                     31.666691                        85.894173
21451              5.186329                     31.257553                        84.784412
21452              3.128502                     34.545536                        93.702883
21453             17.754257                     25.362099                        68.793309
21454             10.984781                     34.177113                        92.703557
21455             14.374957                     34.017284                        92.270029
21456              2.465692                     39.104546                       106.068945
21457              6.800571                     29.471737                        79.940480
21458             10.020539                     33.887016                        91.916686
21459              5.715734                     19.100121                        51.808035
21460             18.211983                     24.329687                        65.992951
21461             11.384945                     27.290043                        74.022752
21462              3.841144                     32.052601                        86.940932
21463              2.783122                     21.775589                        59.065098
21464             17.505102                     27.518942                        74.643630
21465             10.170767                     22.796743                        61.834925
21466              2.718438                     35.222294                        95.538551
21467             13.162267                     31.361382                        85.066038
21468              2.752073                     38.561321                       104.595482
21469              4.114327                     30.437244                        82.559365
21470              5.631933                     28.991339                        78.637427
21471             13.824312                     30.849119                        83.676553
21472              8.702200                     31.923260                        86.590105
21473              9.564498                     35.249363                        95.611978
21474             16.374335                     30.390894                        82.433647
21475              6.589695                     32.762817                        88.867360
21476             10.417901                     33.932541                        92.040169
21477             21.966900                     26.821573                        72.752059
21478              6.004724                     29.070852                        78.853101
21479             13.275783                     22.802097                        61.849445
21480              5.995675                     32.703514                        88.706499
21481             14.216447                     29.776108                        80.766070
21482             16.343270                     40.107216                       108.788633
21483             13.376845                     25.590353                        69.412440
21484              4.800243                     32.396465                        87.873650
21485              7.496011                     33.926846                        92.024720
21486             11.972959                     26.191397                        71.042734
21487              8.130911                     25.112812                        68.117136
21488             23.487612                     27.365923                        74.228573
21489             19.092014                     23.460567                        63.635510
21490             14.194835                     24.732264                        67.084920
21491             16.947469                     22.169706                        60.134119
21492             13.728916                     27.957737                        75.833839
21493              6.740638                     32.156651                        87.223160
21494              6.172538                     32.757454                        88.852811
21495              5.661124                     18.019182                        48.876050
21496             12.297734                     36.514530                        99.043673
21497             12.468419                     29.107414                        78.952277
21498             19.780350                     29.679335                        80.503577
21499             10.980910                     29.445219                        79.868555
21500             13.524090                     26.845585                        72.817189
21501              7.833234                     29.040346                        78.770357
21502              9.409264                     37.533047                       101.806343
21503             11.734030                     28.274458                        76.692927
21504             15.180752                     32.211857                        87.372905
21505             27.922448                     21.459690                        58.208239
21506              4.999280                     31.730097                        86.066157
21507             20.965881                     19.728382                        53.512162
21508             14.431796                     23.427959                        63.547063
21509             20.645426                     25.535872                        69.264662
21510              7.050878                     28.279896                        76.707679
21511             20.061667                     27.225075                        73.846531
21512             20.949755                     38.247570                       103.744447
21513              3.026015                     34.038387                        92.327273
21514              1.639247                     31.527159                        85.515702
21515             11.884034                     25.758123                        69.867510
21516             12.033505                     30.181053                        81.864464
21517              4.523160                     34.059792                        92.385328
21518             11.445390                     28.250990                        76.629269
21519             16.151033                     25.716602                        69.754881
21520             15.698730                     22.424843                        60.826164
21521             22.560878                     32.808208                        88.990480
21522             21.197306                     31.344099                        85.019159
21523             11.230035                     34.054955                        92.372209
21524             12.278912                     22.741863                        61.686063
21525             16.167966                     28.416103                        77.077132
21526              5.843182                     36.519993                        99.058491
21527              5.942836                     36.035057                        97.743130
21528              8.779596                     38.208801                       103.639293
21529             26.706777                     22.300219                        60.488129
21530             19.341437                     29.366583                        79.655254
21531             13.605977                     31.602306                        85.719532
21532              3.547844                     29.619209                        80.340493
21533              7.818185                     24.701096                        67.000377
21534              9.830334                     29.230089                        79.285026
21535              7.191975                     16.244984                        44.063634
21536             12.939211                     32.143524                        87.187558
21537             17.078813                     24.333160                        66.002375
21538             13.751361                     22.313288                        60.523576
21539              9.192656                     27.373341                        74.248695
21540              3.532358                     30.407719                        82.479280
21541             17.151908                     22.085066                        59.904540
21542             10.886382                     35.637630                        96.665132
21543             12.961003                     39.281387                       106.548619
21544             13.642962                     33.621117                        91.195446
21545             18.996364                     31.663145                        85.884559
21546             15.475320                     35.317913                        95.797914
21547              2.510454                     28.490185                        77.278072
21548              4.379985                     30.641567                        83.113581
21549             16.325626                     37.255394                       101.053226
21550             11.656295                     27.033541                        73.327005
21551             10.619544                     26.196692                        71.057099
21552             23.856316                     27.443592                        74.439251
21553             10.194720                     39.338497                       106.703532
21554             19.721453                     24.947460                        67.668629
21555             18.044050                     33.833145                        91.770566
21556             12.838700                     33.506081                        90.883416
21557             21.905559                     38.839355                       105.349636
21558              7.795256                     28.568813                        77.491349
21559              8.375924                     26.697208                        72.414726
21560             19.763602                     30.225361                        81.984645
21561             20.896699                     31.143671                        84.475511
21562              6.703848                     28.650675                        77.713394
21563             17.585783                     29.437147                        79.846656
21564              9.068241                     33.276749                        90.261370
21565             15.297853                     30.872242                        83.739275
21566              3.149705                     29.449631                        79.880518
21567             14.421858                     19.658472                        53.322536
21568             22.949978                     26.397720                        71.602380
21569             11.489348                     26.235182                        71.161503
21570             16.424352                     31.595984                        85.702384
21571             17.556971                     22.601660                        61.305773
21572             12.554335                     36.945114                       100.211608
21573             14.952308                     38.993862                       105.768728
21574             17.748455                     26.570320                        72.070545
21575             13.386540                     29.181946                        79.154438
21576             11.362398                     31.331007                        84.983653
21577             17.957210                     28.569872                        77.494222
21578             19.334579                     27.323734                        74.114144
21579             18.968730                     30.680803                        83.220005
21580             11.536693                     22.685175                        61.532301
21581             11.555666                     40.631119                       110.209692
21582             10.718913                     27.432087                        74.408042
21583             14.879616                     26.867468                        72.876543
21584             16.972265                     31.204578                        84.640718
21585             23.787573                     29.058735                        78.820235
21586             15.948403                     45.892509                       124.480927
21587             17.532704                     24.306046                        65.928823
21588             29.483195                     21.099354                        57.230848
21589             15.537925                     24.442087                        66.297829
21590             19.093299                     31.722466                        86.045462
21591             18.044756                     31.134113                        84.449589
21592             18.072254                     29.486610                        79.980826
21593             12.571245                     33.437351                        90.696996
21594              9.932106                     22.973518                        62.314415
21595             14.109225                     33.553688                        91.012549
21596             11.127107                     26.453508                        71.753699
21597             17.187343                     28.839052                        78.224361
21598             15.140938                     31.651049                        85.851747
21599             14.790850                     35.303875                        95.759839
21600             12.553581                     29.693293                        80.541438
21601             12.236011                     27.885187                        75.637048
21602             15.213764                     28.255043                        76.640266
21603             15.087093                     23.564106                        63.916355
21604             14.613796                     32.671867                        88.620663
21605             19.765541                     17.292574                        46.905166
21606             12.802163                     32.957462                        89.395320
21607             15.186359                     30.597811                        82.994896
21608             21.186603                     29.205244                        79.217637
21609             15.107299                     21.151844                        57.373226
21610             15.316598                     27.738819                        75.240034
21611              2.537673                     33.761402                        91.575962
21612             19.815187                     22.673700                        61.501175
21613             21.963869                     28.928404                        78.466719
21614              7.376079                     32.236668                        87.440205
21615             16.456498                     32.979546                        89.455223
21616             16.293424                     24.726290                        67.068714
21617              5.577981                     30.188004                        81.883317
21618             15.536306                     32.088428                        87.038112
21619             19.030306                     20.576002                        55.811286
21620             13.897186                     33.199421                        90.051621
21621              5.594540                     25.267410                        68.536472
21622             16.683686                     33.898388                        91.947532
21623              8.399336                     30.337730                        82.289439
21624              7.266416                     26.636301                        72.249514
21625              4.588298                     35.073376                        95.134622
21626             10.910496                     35.004280                        94.947201
21627             23.538921                     38.714046                       105.009747
21628              8.388434                     21.900543                        59.404033
21629             25.164725                     27.661446                        75.030166
21630             34.024826                     18.578962                        50.394422
21631             24.438970                     27.219986                        73.832726
21632             11.120186                     29.303383                        79.483831
21633             20.105754                     19.420509                        52.677071
21634             19.244099                     19.982536                        54.201543
21635              8.483690                     29.049620                        78.795511
21636             10.797747                     20.138174                        54.623699
21637              8.310967                     29.389647                        79.717815
21638              4.605258                     36.218933                        98.241884
21639              3.125309                     24.093407                        65.352052
21640              3.354271                     35.961445                        97.543460
21641              8.821739                     35.893139                        97.358185
21642              7.010534                     25.686811                        69.674075
21643              9.571072                     35.116074                        95.250440
21644             13.549652                     30.298807                        82.183862
21645             20.979707                     24.908834                        67.563856
21646             16.846432                     28.210657                        76.519871
21647             11.500059                     24.202396                        65.647680
21648             11.330059                     31.538563                        85.546637
21649             14.161274                     25.879078                        70.195591
21650             26.148092                     26.467997                        71.793002
21651             16.085676                     23.937269                        64.928538
21652              5.009342                     29.718582                        80.610037
21653              9.368673                     29.381855                        79.696679
21654             19.423123                     21.829426                        59.211129
21655              5.307180                     29.946325                        81.227773
21656             19.078959                     19.368530                        52.536082
21657              6.639946                     23.380402                        63.418067
21658              2.025937                     21.553633                        58.463055
21659             12.576030                     25.447905                        69.026053
21660             22.759191                     12.815978                        34.762642
21661              8.948346                     27.709410                        75.160265
21662              6.077413                     35.861290                        97.271794
21663             12.701922                     26.647924                        72.281045
21664             25.905622                     19.681864                        53.385985
21665              5.753467                     39.168873                       106.243432
21666             19.735799                     37.098560                       100.627828
21667              5.934155                     20.692802                        56.128097
21668              8.046984                     26.666986                        72.332746
21669             16.832321                     31.730204                        86.066449
21670              9.413900                     18.916563                        51.310146
21671              7.815926                     23.232124                        63.015872
21672             16.826223                     38.020119                       103.127503
21673             13.970296                     34.775021                        94.325352
21674             11.675093                     23.545429                        63.865691
21675             11.399987                     37.184624                       100.861263
21676             13.401415                     37.730953                       102.343154
21677              8.390307                     33.535973                        90.964496
21678             13.818165                     34.132015                        92.581230
21679             15.425826                     32.491318                        88.130927
21680             14.164847                     36.084160                        97.876316
21681              8.038270                     39.829239                       108.034647
21682              9.957813                     32.453594                        88.028604
21683              8.212982                     33.251793                        90.193677
21684             11.008074                     32.234657                        87.434751
21685             20.317566                     25.452875                        69.039536
21686             19.899529                     32.666840                        88.607025
21687             18.164587                     20.243898                        54.910469
21688             11.388578                     22.216412                        60.260808
21689             25.009465                     18.987112                        51.501507
21690             10.115130                     33.422760                        90.657419
21691              7.526682                     34.664013                        94.024247
21692              9.805459                     30.531620                        82.815355
21693              8.537757                     32.612770                        88.460362
21694             16.233660                     32.374737                        87.814713
21695             19.334826                     18.744608                        50.843728
21696             17.980170                     27.260178                        73.941749
21697              9.233057                     39.365551                       106.776917
21698              9.290158                     26.816013                        72.736973
21699             14.198051                     34.590164                        93.823934
21700             15.624674                     34.163116                        92.665595
21701             16.953853                     33.032097                        89.597762
21702             13.659631                     36.417915                        98.781610
21703             12.788902                     37.787811                       102.497375
21704             16.055291                     35.146198                        95.332146
21705              6.886523                     39.441097                       106.981826
21706             19.061148                     28.757339                        78.002715
21707             10.544451                     28.250673                        76.628411
21708             22.273726                     32.490459                        88.128603
21709             10.668227                     29.931093                        81.186461
21710             14.253972                     32.728722                        88.774872
21711             10.333843                     34.881794                        94.614965
21712              6.656465                     25.594641                        69.424069
21713             12.886150                     42.713158                       115.857112
21714             19.367024                     34.530453                        93.661970
21715              9.902223                     31.234262                        84.721237
21716             15.780021                     32.731930                        88.783574
21717              3.323723                     33.811489                        91.711825
21718              2.041239                     27.599663                        74.862581
21719             17.092738                     30.462667                        82.628328
21720              6.020048                     29.957340                        81.257653
21721             10.266077                     30.935110                        83.909804
21722             14.358840                     28.473442                        77.232659
21723             14.240553                     30.241068                        82.027251
21724              2.299336                     24.342882                        66.028744
21725              5.208910                     31.272316                        84.824455
21726              5.011649                     30.995249                        84.072924
21727             13.317256                     30.954039                        83.961141
21728             13.161697                     29.422512                        79.806960
21729             11.834147                     32.779018                        88.911301
21730             17.257920                     35.424458                        96.086913
21731             13.256287                     30.063042                        81.544363
21732             14.954717                     37.062153                       100.529075
21733              8.133953                     25.931826                        70.338666
21734              9.414589                     24.807884                        67.290032
21735             10.208083                     37.657589                       102.144158
21736             19.550262                     24.305378                        65.927017
21737             18.449615                     35.663036                        96.734041
21738              7.743874                     29.541128                        80.128700
21739             15.843829                     38.035324                       103.168750
21740             14.836598                     32.075798                        87.003857
21741             18.433551                     22.628824                        61.379451
21742             11.774415                     27.147253                        73.635447
21743             15.304880                     23.850420                        64.692962
21744             13.065665                     23.953501                        64.972568
21745              3.913866                     32.239250                        87.447208
21746             11.297262                     23.672079                        64.209223
21747             13.901366                     32.724754                        88.764113
21748              7.709150                     33.820061                        91.735071
21749             10.399792                     32.685215                        88.656867
21750             10.523212                     32.789898                        88.940811
21751             10.228931                     32.854298                        89.115494
21752              5.957760                     40.255009                       109.189522
21753             11.354873                     22.377939                        60.698938
21754             15.332130                     31.427229                        85.244644
21755             22.267238                     28.125280                        76.288289
21756             17.662416                     36.062634                        97.817928
21757             15.052837                     28.698524                        77.843183
21758             12.123675                     29.641235                        80.400234
21759             19.072407                     23.521435                        63.800609
21760             22.555456                     31.067530                        84.268981
21761             25.220998                     22.601604                        61.305618
21762             18.590440                     27.984756                        75.907129
21763              8.292803                     35.558636                        96.450865
21764             15.857995                     26.531034                        71.963984
21765              6.364425                     31.034000                        84.178036
21766              1.379275                     35.819405                        97.158182
21767             17.103227                     28.314775                        76.802284
21768              9.175196                     27.359709                        74.211723
21769             16.964343                     22.012505                        59.707719
21770             13.974087                     26.800545                        72.695017
21771             15.379640                     26.586201                        72.113621
21772              5.487516                     30.496401                        82.719827
21773             14.515242                     24.338955                        66.018087
21774             10.725007                     22.589758                        61.273485
21775              1.370593                     23.029985                        62.467581
21776              9.872769                     28.866386                        78.298503
21777              2.472272                     28.557980                        77.461964
21778             15.746721                     25.526672                        69.239706
21779             15.170524                     29.309553                        79.500568
21780             20.731952                     22.685297                        61.532634
21781             30.703199                     16.875475                        45.773807
21782              5.118602                     28.439857                        77.141565
21783             21.578513                     26.519569                        71.932888
21784              5.594330                     20.877218                        56.628317
21785             26.852179                     23.275127                        63.132513
21786             16.844252                     26.006918                        70.542347
21787             14.594523                     39.346916                       106.726372
21788              6.624097                     16.705719                        45.313352
21789              4.092995                     40.919815                       110.992765
21790             19.724327                     14.241254                        38.628626
21791             18.709589                     30.066238                        81.553036
21792             11.472465                     21.104548                        57.244933
21793              7.885581                     33.350338                        90.460974
21794             17.431881                     29.731504                        80.645084
21795             15.249511                     28.144955                        76.341659
21796             35.037016                     18.259340                        49.527466
21797             21.868282                     32.731152                        88.781464
21798              4.053716                     29.320507                        79.530281
21799             17.976673                     31.759939                        86.147106
21800             10.794976                     30.905638                        83.829862
21801             13.005070                     35.850601                        97.242802
21802             16.600141                     27.890392                        75.651169
21803             12.042904                     26.871284                        72.886896
21804             13.688249                     27.498449                        74.588048
21805             22.663147                     33.987370                        92.188889
21806             16.160766                     34.634846                        93.945134
21807              8.727039                     38.744316                       105.091846
21808             17.967974                     27.875114                        75.609732
21809             27.704915                     20.300161                        55.063081
21810              4.060087                     29.997355                        81.366187
21811              7.347000                     28.031189                        76.033074
21812              8.510455                     36.200829                        98.192775
21813              5.676267                     33.428944                        90.674192
21814             20.679069                     27.920881                        75.733870
21815              7.752765                     32.162235                        87.238312
21816             12.813779                     23.230391                        63.011169
21817             15.339168                     39.894966                       108.212924
21818             15.491285                     31.852242                        86.397469
21819              8.004619                     33.709702                        91.435730
21820             16.715964                     29.143833                        79.051059
