#time   Angle(Efield(t), avg_field)   Projection(Efield(t), avg_field)   Alignment(Efield(t), avg_field)
1538              10.973467                     28.946140                        88.862979
1539               7.637896                     25.546116                        78.425103
1540               3.514576                     29.520031                        90.624791
1541              14.740857                     33.171532                       101.834691
1542              18.705809                     25.785549                        79.160148
1543               5.407801                     26.690903                        81.939530
1544              13.914750                     25.592522                        78.567564
1545              10.320851                     21.955893                        67.403322
1546               7.210664                     28.084631                        86.218196
1547               7.418916                     31.695873                        97.304499
1548               9.950582                     32.022072                        98.305911
1549              10.114235                     27.458353                        84.295559
1550               8.232848                     27.364429                        84.007221
1551              11.288403                     30.319529                        93.079203
1552              20.445816                     27.602184                        84.737116
1553              12.403065                     32.789055                       100.660503
1554              20.160106                     25.354240                        77.836055
1555              15.928555                     26.495733                        81.340373
1556              11.414698                     24.561890                        75.403583
1557              10.880865                     20.620861                        63.304853
1558              13.362268                     22.909119                        70.329672
1559              15.237678                     33.715530                       103.504729
1560              15.069357                     30.606762                        93.960994
1561              17.203134                     28.543339                        87.626404
1562               2.943774                     22.926355                        70.382589
1563              11.036600                     27.421669                        84.182942
1564               6.398346                     19.779608                        60.722256
1565              13.081411                     23.023216                        70.679945
1566               2.765271                     34.103630                       104.696178
1567               6.949072                     29.016796                        89.079893
1568              11.431114                     26.859690                        82.457697
1569              16.462356                     20.534460                        63.039607
1570              17.299657                     30.718016                        94.302535
1571               6.528676                     33.556297                       103.015900
1572               1.919079                     27.697128                        85.028583
1573              11.438866                     32.212650                        98.890978
1574               7.700770                     35.892193                       110.186958
1575              16.401993                     18.242750                        56.004190
1576              10.482069                     28.057247                        86.134130
1577              13.162132                     29.888515                        91.756016
1578               8.030622                     26.888208                        82.545251
1579               8.117160                     25.228142                        77.448940
1580              20.649562                     21.260378                        65.268135
1581              12.742598                     19.235813                        59.052837
1582               7.540019                     29.061932                        89.218456
1583              20.467011                     21.822250                        66.993052
1584              14.590781                     28.242535                        86.702949
1585              11.751951                     27.284412                        83.761573
1586               5.488052                     21.290035                        65.359181
1587              13.944711                     20.637066                        63.354599
1588               4.667575                     30.745594                        94.387197
1589              10.778078                     33.003986                       101.320338
1590              27.855973                     28.888119                        88.684857
1591              15.942673                     19.313128                        59.290189
1592              23.250282                     31.984289                        98.189920
1593              16.521291                     41.864788                       128.522480
1594              16.251120                     27.360325                        83.994621
1595               5.728374                     35.066727                       107.652831
1596              11.809058                     25.582657                        78.537279
1597               3.886099                     23.322441                        71.598548
1598               7.431653                     31.532980                        96.804428
1599              24.468826                     32.112312                        98.582947
1600               9.675668                     33.188343                       101.886296
1601              15.466512                     26.156542                        80.299073
1602               6.194225                     30.570950                        93.851054
1603              19.801703                     30.694086                        94.229072
1604              14.581560                     24.536211                        75.324750
1605               3.871256                     27.423065                        84.187227
1606               5.124762                     35.070892                       107.665610
1607              19.589851                     28.811663                        88.450140
1608              11.150530                     21.291756                        65.364462
1609               3.463624                     27.193460                        83.482355
1610              10.400284                     29.155973                        89.507157
1611               4.146993                     19.375786                        59.482545
1612              18.929861                     26.481009                        81.295168
1613               5.586617                     31.251003                        95.938778
1614              11.601911                     25.994986                        79.803103
1615              21.411149                     21.066006                        64.671421
1616               5.759119                     30.374191                        93.247014
1617               5.999695                     26.422373                        81.115162
1618               5.231918                     30.268663                        92.923051
1619              20.477946                     26.743757                        82.101792
1620              18.603355                     30.950315                        95.015681
1621               1.615315                     32.673931                       100.307083
1622              13.855150                     32.909821                       101.031256
1623               8.890284                     31.280226                        96.028489
1624              11.307282                     22.938477                        70.419800
1625              21.914098                     21.904350                        67.245090
1626               9.776179                     38.206177                       117.290759
1627               5.790176                     36.740135                       112.790096
1628               8.034557                     31.666561                        97.214514
1629              18.620710                     28.052639                        86.119986
1630               3.471077                     32.154686                        98.713028
1631              16.470392                     21.739578                        66.739249
1632              13.639950                     17.562353                        53.915411
1633              22.965353                     20.561405                        63.122326
1634              14.231263                     25.978485                        79.752451
1635              18.332431                     30.577641                        93.871593
1636              21.454823                     16.862833                        51.767921
1637               4.846746                     31.201883                        95.787984
1638               7.667797                     21.650143                        66.464686
1639               9.586588                     29.117573                        89.389271
1640               9.452115                     31.311087                        96.123230
1641              18.038051                     31.532005                        96.801436
1642              11.021748                     25.558443                        78.462946
1643              11.054639                     32.600388                       100.081313
1644              11.543794                     26.076567                        80.053556
1645              20.193067                     17.645557                        54.170841
1646               6.932115                     31.421719                        96.462864
1647              15.031125                     27.371014                        84.027433
1648              13.432999                     30.405611                        93.343472
1649              11.119602                     14.868378                        45.645061
1650              10.560470                     35.195168                       108.047128
1651              10.153772                     25.546732                        78.426993
1652              13.710053                     26.565479                        81.554490
1653               7.505874                     26.241707                        80.560523
1654              25.250683                     24.467093                        75.112563
1655              23.276265                     24.492275                        75.189871
1656              13.462677                     21.329782                        65.481204
1657              18.814239                     27.112913                        83.235079
1658              17.400310                     27.821934                        85.411733
1659               4.433277                     29.834887                        91.591382
1660              27.293061                     21.709021                        66.645443
1661              11.249974                     17.674938                        54.261041
1662               9.170612                     24.578226                        75.453734
1663               7.857752                     26.118610                        80.182624
1664               9.099368                     22.924803                        70.377821
1665               3.124369                     22.715809                        69.736224
1666               6.663208                     21.692055                        66.593355
1667              14.874335                     24.619247                        75.579667
1668              17.729916                     29.840525                        91.608691
1669              28.278394                     21.819717                        66.985273
1670               8.389277                     36.206692                       111.152458
1671              12.781958                     25.600286                        78.591400
1672               4.629312                     22.476368                        69.001150
1673              10.017359                     28.799984                        88.414288
1674              13.025314                     35.097534                       107.747400
1675              25.338683                     20.184616                        61.965609
1676               9.876453                     24.674711                        75.749940
1677              22.259351                     24.660088                        75.705045
1678               9.970642                     33.573780                       103.069568
1679              11.213136                     30.827959                        94.640058
1680               6.764744                     23.891863                        73.346639
1681              18.353776                     32.322594                        99.228495
1682              19.759784                     25.744095                        79.032886
1683               5.386015                     30.992012                        95.143688
1684               2.620549                     34.485992                       105.870008
1685              22.143095                     27.642941                        84.862232
1686              16.989934                     22.778543                        69.928813
1687               5.723958                     30.635336                        94.048715
1688               4.715301                     36.082016                       110.769713
1689              12.591454                     28.472752                        87.409705
1690              13.426544                     22.648390                        69.529247
1691              21.179373                     28.233835                        86.676246
1692              12.233368                     26.032122                        79.917109
1693               4.579453                     28.251474                        86.730397
1694              17.550562                     22.240564                        68.277252
1695               9.129636                     27.389204                        84.083277
1696               8.700755                     38.105099                       116.980457
1697              12.231869                     12.268226                        37.662745
1698              12.610787                     34.796581                       106.823492
1699               3.702691                     23.182531                        71.169031
1700              20.952162                     25.206099                        77.381271
1701               5.516402                     27.839680                        85.466212
1702              14.996875                     29.301794                        89.954817
1703              12.467439                     25.764917                        79.096812
1704               3.943077                     26.322577                        80.808789
1705               8.788049                     27.163582                        83.390629
1706              11.349390                     25.851570                        79.362828
1707              16.865582                     20.835840                        63.964826
1708               4.261908                     41.447079                       127.240145
1709              18.102437                     18.364813                        56.378913
1710              15.292882                     24.806776                        76.155370
1711               4.389276                     30.681656                        94.190913
1712              18.499707                     21.425303                        65.774441
1713              16.399175                     25.886017                        79.468578
1714              11.929520                     16.632057                        51.059455
1715               8.438198                     28.569433                        87.706512
1716              20.679301                     20.527018                        63.016760
1717              13.426103                     24.291872                        74.574643
1718               8.927200                     31.055748                        95.339352
1719               6.649951                     30.537601                        93.748677
1720              19.721048                     23.986359                        73.636734
1721              18.612152                     20.550367                        63.088441
1722              21.077800                     21.039978                        64.591521
1723               9.344411                     23.195961                        71.210259
1724               4.782744                     37.211529                       114.237249
1725              12.572704                     28.454523                        87.353742
1726              13.904436                     33.137810                       101.731169
1727              13.796887                     31.837736                        97.740012
1728              12.410059                     33.577290                       103.080344
1729              12.139860                     32.420403                        99.528766
1730              12.223484                     34.150120                       104.838896
1731              10.924182                     15.824705                        48.580933
1732               2.595783                     30.964067                        95.057899
1733              11.278541                     20.255932                        62.184542
1734               1.615921                     28.032318                        86.057597
1735              20.918566                     11.963088                        36.725989
1736              14.598940                     24.782293                        76.080209
1737               6.948027                     25.111046                        77.089465
1738              20.090429                     19.541716                        59.991938
1739              12.355020                     25.768478                        79.107744
1740              12.885186                     24.745163                        75.966221
1741               2.545375                     26.125011                        80.202276
1742               8.356184                     28.098547                        86.260921
1743              15.802460                     28.912207                        88.758808
1744               3.023167                     31.157036                        95.650303
1745              29.877268                     15.717131                        48.250684
1746              21.586284                     22.415071                        68.812978
1747              28.351892                     11.821861                        36.292431
1748               6.119588                     31.574429                        96.931672
1749              25.875276                     25.285870                        77.626163
1750              10.541297                     28.143002                        86.397392
1751              16.986719                     28.636314                        87.911832
1752              16.652955                     30.939009                        94.980973
1753              14.995331                     23.463646                        72.032040
1754               6.791192                     28.398312                        87.181181
1755               8.184988                     30.099270                        92.403024
1756               7.068967                     31.392447                        96.372998
1757              22.099228                     24.534260                        75.318760
1758               9.078852                     25.229235                        77.452296
1759              18.598633                     23.263922                        71.418899
1760              11.975560                     30.585522                        93.895787
1761              20.109102                     18.370975                        56.397837
1762              12.422179                     23.998564                        73.674208
1763               5.047836                     24.363297                        74.793917
1764              15.219476                     22.364677                        68.658268
1765              14.813588                     23.196056                        71.210557
1766              10.950928                     24.580330                        75.460196
1767              21.634474                     19.917236                        61.144769
1768              10.438824                     26.411442                        81.081605
1769              13.552174                     30.360592                        93.205267
1770              18.876194                     16.868364                        51.784903
1771              33.131835                     17.009865                        52.219301
1772              22.905735                     22.866663                        70.199335
1773              23.867611                     25.213427                        77.403766
1774              16.911840                     26.852936                        82.436961
1775              24.384143                     19.405300                        59.573150
1776              13.113316                     32.971691                       101.221192
1777              14.555601                     33.197479                       101.914346
1778              26.663271                     15.571004                        47.802085
1779              15.536268                     25.257519                        77.539128
1780              28.604773                     25.625553                        78.668970
1781              17.673814                     22.536434                        69.185555
1782              20.485208                     27.929195                        85.741019
1783              10.936159                     28.476614                        87.421560
1784              12.792558                     16.959177                        52.063698
1785              15.143199                     22.240452                        68.276906
1786               7.641672                     27.653238                        84.893847
1787              24.765088                     11.365792                        34.892327
1788               7.409388                     26.592112                        81.636250
1789               5.760855                     25.328739                        77.757770
1790              11.671718                     21.667408                        66.517693
1791              19.410487                     20.524784                        63.009906
1792               6.116351                     21.191494                        65.056664
1793              24.801171                     23.199816                        71.222097
1794              24.633308                     28.316257                        86.929274
1795              13.229692                     20.551426                        63.091689
1796               6.587701                     28.204901                        86.587417
1797              17.086265                     23.785242                        73.019320
1798              22.048647                     32.795181                       100.679314
1799              10.956823                     21.894598                        67.215151
1800              19.584625                     29.547680                        90.709674
1801              10.772251                     29.613436                        90.911537
1802              20.210364                     25.381748                        77.920502
1803              14.455277                     20.952688                        64.323545
1804              15.077066                     27.362774                        84.002137
1805              15.277985                     23.932066                        73.470062
1806              13.804188                     33.200516                       101.923668
1807              13.898992                     29.930492                        91.884887
1808              29.789701                     17.038492                        52.307189
1809              10.019852                     19.926466                        61.173099
1810               9.110029                     27.876842                        85.580295
1811              12.853784                     27.398907                        84.113061
1812               9.353703                     20.450626                        62.782246
1813               3.630653                     18.051647                        55.417514
1814              16.861674                     20.613920                        63.283545
1815               4.178280                     28.555075                        87.662435
1816               7.504514                     14.388371                        44.171467
1817               3.931588                     26.757998                        82.145506
1818              11.933815                     22.676674                        69.616079
1819              22.091629                     25.671408                        78.809738
1820               4.701280                     34.241341                       105.118942
1821              11.901500                     29.845150                        91.622889
1822              13.221168                     17.775003                        54.568237
1823               8.943866                     25.131098                        77.151018
1824               9.629413                     23.138397                        71.033543
1825               8.861842                     26.858458                        82.453912
1826              10.391503                     33.322300                       102.297533
1827              11.435869                     27.672512                        84.953016
1828              21.164877                     25.741505                        79.024935
1829               7.041970                     33.628120                       103.236389
1830              12.578178                     25.430042                        78.068763
1831               6.249777                     15.368964                        47.181833
1832              20.759940                     28.299063                        86.876488
1833              16.950760                     25.979843                        79.756618
1834              14.267184                     24.887877                        76.404345
1835               3.183461                     25.108299                        77.081031
1836              19.762117                     21.341606                        65.517497
1837               4.483449                     29.339872                        90.071714
1838              10.260883                     34.014576                       104.422784
1839              20.724165                     22.076807                        67.774522
1840              22.004164                     29.762589                        91.369432
1841              18.041470                     22.245960                        68.293816
1842              10.021029                     21.594898                        66.295093
1843              10.522090                     30.139585                        92.526788
1844              13.630475                     31.132191                        95.574027
1845               7.173073                     24.990570                        76.719606
1846               9.158025                     16.899168                        51.879472
1847              11.684321                     30.829075                        94.643480
1848              11.167012                     24.148285                        74.133843
1849               6.233412                     21.387917                        65.659672
1850               5.731042                     22.881559                        70.245069
1851               7.184415                     24.095324                        73.971254
1852               8.215038                     24.055447                        73.848832
1853              10.292009                     19.951218                        61.249089
1854              12.009221                     26.642385                        81.790584
1855               3.908358                     28.692093                        88.083071
1856              11.084468                     17.614250                        54.074734
1857               5.731555                     30.049953                        92.251623
1858               8.423919                     33.159801                       101.798677
1859              15.995255                     22.291971                        68.435067
1860              22.183633                     15.875437                        48.736674
1861              21.070069                     19.159101                        58.817339
1862              13.898537                     32.104050                        98.557580
1863              15.230959                     23.650785                        72.606546
1864               5.635934                     23.669981                        72.665477
1865              15.637285                     24.242304                        74.422473
1866              11.454336                     18.987623                        58.290905
1867              23.116480                     17.173717                        52.722323
1868              13.351861                     20.396273                        62.615383
1869               5.369873                     24.132248                        74.084610
1870              17.900143                     29.612806                        90.909606
1871               3.713569                     21.959013                        67.412901
1872              13.933909                     19.511421                        59.898937
1873              16.693069                     17.792301                        54.621339
1874              25.125278                     13.104942                        40.231416
1875               2.818487                     26.310858                        80.772817
1876              18.495272                     20.725016                        63.624603
1877               7.174742                     22.108276                        67.871135
1878               1.857937                     35.045364                       107.587242
1879              10.210010                     29.394356                        90.238976
1880              13.415273                     20.973051                        64.386058
1881              19.201810                     20.834496                        63.960701
1882               7.815298                     25.446487                        78.119248
1883               5.838182                     31.782116                        97.569263
1884              12.521362                     21.617329                        66.363955
1885              14.597314                     21.299509                        65.388262
1886               6.833629                     23.772709                        72.980845
1887              15.219879                     23.826984                        73.147470
1888              18.200124                     20.042511                        61.529350
1889               8.832443                     30.424654                        93.401933
1890              12.545298                     29.602989                        90.879470
1891              13.902219                     29.265635                        89.843810
1892              17.985933                     26.334648                        80.845851
1893              12.507035                     29.682077                        91.122264
1894              23.017437                     29.675119                        91.100901
1895              18.481455                     26.794567                        82.257777
1896              18.372226                     27.971807                        85.871834
1897              23.677773                     25.242371                        77.492619
1898              13.147321                     25.264664                        77.561063
1899              10.165157                     37.241287                       114.328599
1900               4.139525                     33.575184                       103.073883
1901              14.926715                     27.365862                        84.011614
1902              11.015244                     35.501167                       108.986533
1903              15.752156                     28.826521                        88.495755
1904               4.712683                     24.660154                        75.705248
1905              12.544984                     23.077835                        70.847625
1906              10.097536                     19.746710                        60.621262
1907               8.350002                     25.540840                        78.408903
1908              13.769953                     25.470528                        78.193051
1909               3.097878                     29.503593                        90.574330
1910              24.470038                     19.746279                        60.619938
1911              18.177608                     24.544426                        75.349969
1912               9.124340                     25.175369                        77.286929
1913              10.396102                     27.153858                        83.360779
1914               1.725103                     23.298290                        71.524405
1915               8.704525                     30.218163                        92.768013
1916              12.803134                     27.564737                        84.622151
1917              11.162462                     21.063372                        64.663333
1918              18.063940                     27.900146                        85.651839
1919              14.034529                     27.422718                        84.186161
1920               8.942548                     22.524755                        69.149697
1921              10.708773                     26.198734                        80.428600
1922              13.876967                     24.711977                        75.864345
1923              12.203273                     36.355545                       111.609423
1924              21.403748                     25.763195                        79.091525
1925              12.963834                     27.325937                        83.889049
1926              25.062831                     26.650894                        81.816709
1927              16.683757                     21.242437                        65.213054
1928              13.865699                     19.917864                        61.146694
1929              28.629950                     28.247055                        86.716831
1930              18.203710                     18.446159                        56.628644
1931              20.431577                     20.521341                        62.999332
1932               7.068606                     24.962303                        76.632828
1933              28.133551                     24.640203                        75.644004
1934              23.992144                     15.157084                        46.531373
1935              15.182395                     27.658251                        84.909236
1936               1.941687                     27.510077                        84.454346
1937              10.471082                     22.810591                        70.027196
1938              16.777760                     14.369302                        44.112927
1939              18.668140                     15.114686                        46.401215
1940               4.547690                     31.958241                        98.109955
1941              14.278127                     24.308056                        74.624330
1942               6.977242                     28.555687                        87.664312
1943              10.167208                     31.149355                        95.626724
1944              14.695882                     23.033751                        70.712286
1945               9.244203                     22.500071                        69.073915
1946               7.340508                     26.819149                        82.333243
1947               9.332625                     26.147223                        80.270463
1948               7.366496                     35.179562                       107.999229
1949              16.986661                     24.161432                        74.174201
1950               7.612235                     30.478851                        93.568313
1951              18.511607                     24.096937                        73.976207
1952               4.525151                     26.746189                        82.109255
1953               8.542034                     20.204344                        62.026167
1954              12.427385                     18.482979                        56.741679
1955              12.315423                     24.551867                        75.372815
1956               5.250685                     26.050764                        79.974341
1957               7.099427                     30.091074                        92.377859
1958              12.127463                     26.773586                        82.193363
1959               3.289917                     21.827957                        67.010570
1960              15.866491                     26.374437                        80.967999
1961              14.995147                     30.270601                        92.929000
1962               5.272992                     30.573242                        93.858087
1963               8.776955                     28.927868                        88.806885
1964              14.206375                     23.668148                        72.659850
1965               6.295350                     30.937759                        94.977134
1966               1.830559                     28.883413                        88.670415
1967              11.713492                     32.421879                        99.533296
1968               2.648559                     27.800756                        85.346717
1969              18.221837                     29.679190                        91.113400
1970               9.934264                     30.178766                        92.647070
1971               7.781168                     30.728926                        94.336027
1972               9.666560                     29.617834                        90.925044
1973              12.936252                     33.644077                       103.285372
1974               8.692082                     19.358339                        59.428984
1975              14.403363                     25.557438                        78.459859
1976               9.190583                     26.117693                        80.179811
1977              10.611034                     25.833603                        79.307669
1978               5.056600                     29.281178                        89.891523
1979              25.352230                     20.874393                        64.083183
1980              22.325342                     21.951857                        67.390931
1981              14.294416                     22.582199                        69.326049
1982              11.090186                     27.700247                        85.038161
1983              29.092712                     17.428194                        53.503549
1984              10.054554                     21.859259                        67.106664
1985              15.239731                     28.588274                        87.764353
1986              16.661128                     20.953926                        64.327341
1987              16.452025                     18.048044                        55.406457
1988              12.328545                     25.280613                        77.610022
1989               4.032646                     25.485476                        78.238940
1990              18.081653                     26.204113                        80.445117
1991              14.457056                     19.534657                        59.970266
1992              18.293041                     25.824102                        79.278505
1993              12.994686                     22.436918                        68.880045
1994               9.130217                     27.294113                        83.791351
1995              11.581857                     29.915142                        91.837758
1996              16.987234                     31.833700                        97.727621
1997              14.691560                     23.554266                        72.310239
1998              13.220810                     32.763489                       100.582016
1999               5.168846                     29.249062                        89.792931
2000              26.884732                     24.880524                        76.381773
2001              13.047509                     28.175665                        86.497664
2002              10.716581                     33.859245                       103.945935
2003               6.685539                     32.648937                       100.230348
2004               8.445618                     15.542054                        47.713208
2005               6.817796                     32.224495                        98.927343
2006               6.903307                     23.288294                        71.493721
2007               5.262800                     27.553589                        84.587926
2008               3.428341                     34.151245                       104.842353
2009              14.677468                     23.450691                        71.992266
2010              16.747968                     20.036037                        61.509478
2011               2.755840                     33.224377                       101.996922
2012               5.934585                     22.939758                        70.423734
2013               2.988586                     23.170271                        71.131396
2014              14.463935                     19.055614                        58.499634
2015              12.325474                     24.021484                        73.744571
2016              11.725295                     25.851776                        79.363459
2017              12.368165                     25.587049                        78.550768
2018              17.502649                     26.079329                        80.062032
2019              11.528733                     26.433720                        81.149995
2020              16.178792                     24.354019                        74.765432
2021              18.699973                     29.334406                        90.054935
2022               7.327345                     28.287308                        86.840403
2023               4.749286                     22.765461                        69.888651
2024               5.424553                     24.284321                        74.551463
2025               9.776038                     33.962807                       104.263854
2026              20.506636                     29.764072                        91.373986
2027               6.595674                     34.795128                       106.819034
2028              12.272631                     31.073023                        95.392388
2029              12.038385                     27.171352                        83.414483
2030               4.836185                     20.835651                        63.964248
2031              31.796794                     15.063474                        46.243995
2032               6.762830                     23.164568                        71.113884
