#time   Angle(Efield(t), avg_field)   Projection(Efield(t), avg_field)   Alignment(Efield(t), avg_field)
20006              8.781162                     29.648245                        91.018403
20007              8.307399                     39.760815                       122.063410
20008              2.101800                     36.584026                       112.310851
20009              9.430880                     25.043015                        76.880610
20010              8.870639                     35.220787                       108.125782
20011              3.419477                     33.281841                       102.173328
20012             11.603372                     28.242937                        86.704189
20013              9.575877                     35.694511                       109.580088
20014              8.196159                     30.453018                        93.489009
20015             16.814940                     44.421867                       136.372566
20016             19.211216                     30.544289                        93.769205
20017             18.815679                     36.741943                       112.795651
20018             10.510095                     36.248299                       111.280191
20019              1.933910                     39.247097                       120.486319
20020             12.371752                     37.525257                       115.200377
20021              5.900067                     38.971569                       119.640470
20022             10.911614                     27.061308                        83.076656
20023             10.155496                     43.197468                       132.613730
20024             12.518306                     38.917267                       119.473767
20025             13.023193                     28.015255                        86.005217
20026              7.304066                     39.849251                       122.334898
20027              2.273397                     36.230133                       111.224413
20028              4.241640                     29.887030                        91.751456
20029             14.908554                     25.669977                        78.805351
20030             10.602036                     25.297297                        77.661240
20031              8.150374                     34.828579                       106.921732
20032             10.651426                     33.910488                       104.103243
20033              9.831034                     30.332964                        93.120450
20034             16.013129                     38.351902                       117.738128
20035              5.869757                     32.909859                       101.031363
20036              4.934671                     27.208368                        83.528119
20037             13.527887                     25.353386                        77.833432
20038             12.550737                     32.523777                        99.846119
20039              7.609605                     40.280903                       123.660052
20040             17.350736                     32.849739                       100.846803
20041             11.302874                     43.321255                       132.993758
20042              7.443762                     31.548046                        96.850681
20043              8.524128                     30.855621                        94.724977
20044             20.673294                     37.566517                       115.327036
20045              7.333849                     30.162609                        92.597467
20046             13.062991                     27.518284                        84.479547
20047              6.663149                     40.630356                       124.732852
20048              5.574396                     28.204605                        86.586511
20049              3.468651                     38.582222                       118.445194
20050             15.603713                     34.385727                       105.562198
20051             14.130756                     38.923176                       119.491899
20052              5.071457                     38.692635                       118.784153
20053             10.888769                     37.150330                       114.049363
20054             11.695462                     34.712570                       106.565583
20055             11.252477                     30.930693                        94.955444
20056              3.565406                     33.200077                       101.922321
20057             13.259772                     32.109856                        98.575401
20058              8.957168                     32.334717                        99.265712
20059              8.602224                     33.805332                       103.780425
20060              7.332993                     41.881054                       128.572416
20061             15.995342                     36.119247                       110.884011
20062             15.616684                     30.159367                        92.587513
20063              6.864071                     38.116562                       117.015648
20064             14.348949                     30.999533                        95.166779
20065             14.582238                     32.495819                        99.760288
20066             11.689851                     30.710361                        94.279039
20067              7.491507                     43.874420                       134.691942
20068              4.006044                     36.132153                       110.923624
20069             13.370422                     30.612766                        93.979424
20070             10.182770                     39.286922                       120.608580
20071              6.683809                     38.515705                       118.240988
20072             10.749076                     36.837040                       113.087583
20073              7.638487                     32.060009                        98.422378
20074              6.332087                     37.575047                       115.353227
20075              7.191675                     33.524300                       102.917671
20076              8.061754                     35.714756                       109.642243
20077              8.181221                     32.639450                       100.201225
20078              8.499740                     38.130234                       117.057621
20079              5.493548                     38.755707                       118.977785
20080             12.994610                     39.951393                       122.648478
20081              9.415549                     33.828709                       103.852189
20082              3.520977                     27.370966                        84.027284
20083              5.026014                     34.420586                       105.669212
20084              4.072609                     34.744141                       106.662512
20085             13.269074                     29.744350                        91.313440
20086             14.924143                     33.996441                       104.367113
20087             12.531880                     36.102417                       110.832334
20088              6.593920                     34.053253                       104.541528
20089              5.601262                     33.710777                       103.490138
20090              9.495645                     35.069618                       107.661700
20091              3.190955                     41.294289                       126.771080
20092              8.840735                     24.922119                        76.509470
20093             10.225931                     36.153255                       110.988402
20094              2.106450                     39.287945                       120.611727
20095             17.905453                     36.332512                       111.538720
20096              8.148037                     40.024292                       122.872269
20097             11.307700                     36.728287                       112.753725
20098             12.478001                     38.488110                       118.156278
20099              4.618255                     27.329830                        83.901000
20100              9.713247                     33.314114                       102.272403
20101              6.765991                     29.187832                        89.604962
20102              3.771072                     29.884207                        91.742790
20103              9.448143                     30.338696                        93.138045
20104              7.175890                     33.714588                       103.501844
20105              6.416310                     31.437860                        96.512419
20106             12.686024                     27.359659                        83.992577
20107              3.295090                     31.020147                        95.230061
20108             15.513658                     34.393398                       105.585754
20109             10.715130                     34.994595                       107.431388
20110              3.098194                     29.043509                        89.161897
20111             11.521451                     34.891430                       107.114673
20112              5.218494                     35.889595                       110.178983
20113             10.009758                     34.373859                       105.525768
20114             12.503297                     36.076927                       110.754085
20115             14.548275                     35.714657                       109.641933
20116              4.506152                     32.539505                        99.894404
20117              9.951827                     31.283310                        96.037954
20118             15.298798                     30.082703                        92.352164
20119             20.648351                     38.036613                       116.770208
20120              3.703326                     33.239300                       102.042735
20121             13.547844                     38.625294                       118.577421
20122              5.266670                     42.199467                       129.549932
20123             15.664515                     33.225281                       101.999700
20124             11.430838                     36.212418                       111.170030
20125              4.610062                     26.149864                        80.278575
20126              4.929269                     31.488518                        96.667933
20127             10.735976                     25.496439                        78.272599
20128             14.695316                     32.259682                        99.035364
20129              1.891965                     34.002327                       104.385185
20130              4.386598                     41.025322                       125.945365
20131             11.813713                     33.381023                       102.477813
20132              7.798528                     39.095562                       120.021117
20133             13.151450                     32.036461                        98.350084
20134             10.759417                     41.821770                       128.390419
20135              3.595809                     26.936775                        82.694346
20136              5.393614                     43.077980                       132.246912
20137              7.219637                     32.614418                       100.124383
20138              1.858464                     30.085051                        92.359370
20139              2.444005                     35.623531                       109.362185
20140              9.549564                     34.159664                       104.868197
20141              7.914280                     35.900932                       110.213792
20142              5.990376                     36.663467                       112.554729
20143             13.723649                     28.004433                        85.971993
20144              9.685132                     28.107031                        86.286962
20145             10.805655                     27.499693                        84.422469
20146             14.443932                     31.034704                        95.274752
20147              5.370968                     35.882286                       110.156548
20148              4.884994                     38.237808                       117.387867
20149              4.408156                     38.436993                       117.999351
20150              4.478203                     31.076307                        95.402473
20151             11.453803                     33.659882                       103.333890
20152              9.547155                     40.506454                       124.352479
20153             14.146875                     35.241043                       108.187973
20154             25.310652                     29.900194                        91.791868
20155              4.203608                     32.811741                       100.730157
20156              2.931980                     35.785770                       109.860253
20157              5.343828                     39.335651                       120.758176
20158             14.918758                     38.961948                       119.610929
20159             10.160376                     37.290829                       114.480698
20160              1.746973                     35.351345                       108.526587
20161             13.273047                     31.043285                        95.301098
20162              2.679930                     29.453621                        90.420920
20163              7.317029                     41.912167                       128.667939
20164              7.779831                     35.829300                       109.993887
20165              9.384959                     30.795643                        94.540846
20166              8.898699                     36.778492                       112.907851
20167             10.734436                     30.984325                        95.120090
20168             18.102789                     37.146122                       114.036453
20169             13.764945                     29.671394                        91.089469
20170             11.348835                     43.877312                       134.700811
20171              9.643163                     31.846241                        97.766125
20172              5.153014                     33.915257                       104.117882
20173             17.141691                     33.336128                       102.339995
20174              5.701692                     39.320564                       120.711863
20175             14.856830                     34.346581                       105.442023
20176             10.509028                     34.599243                       106.217682
20177             12.311756                     33.720901                       103.521216
20178              5.151759                     39.803268                       122.193742
20179              5.375782                     42.124645                       129.320228
20180              3.826229                     40.117008                       123.156905
20181              8.418533                     44.648251                       137.067556
20182              6.838048                     45.685627                       140.252244
20183              4.547820                     32.343941                        99.294031
20184              3.954879                     36.631802                       112.457514
20185              6.859698                     38.177391                       117.202389
20186              3.513796                     35.994541                       110.501170
20187             12.562612                     29.338385                        90.067148
20188             17.247073                     33.577820                       103.081965
20189              2.726921                     35.660648                       109.476137
20190              2.652620                     31.375237                        96.320164
20191              7.274943                     34.006672                       104.398525
20192             16.743026                     32.870533                       100.910640
20193              7.843001                     34.408611                       105.632448
20194              6.971729                     35.535103                       109.090710
20195              2.243150                     39.413864                       120.998287
20196              3.069628                     33.344498                       102.365685
20197              5.132326                     31.592403                        96.986854
20198             14.707400                     39.378384                       120.889366
20199              8.522262                     38.590256                       118.469858
20200              5.725294                     36.879311                       113.217354
20201              3.199839                     34.289219                       105.265927
20202              9.416593                     28.742453                        88.237673
20203             11.912144                     36.038082                       110.634828
20204              5.901927                     33.067394                       101.514995
20205              9.612350                     34.058647                       104.558086
20206              7.503573                     36.141636                       110.952735
20207              9.181812                     36.896507                       113.270152
20208              6.588773                     36.660465                       112.545514
20209              8.690387                     45.839928                       140.725935
20210              8.717806                     37.214214                       114.245486
20211             13.938347                     31.194023                        95.763850
20212             16.985235                     32.653675                       100.244904
20213              6.421656                     29.651274                        91.027701
20214             11.214400                     35.551144                       109.139955
20215             16.864476                     24.686378                        75.785756
20216              5.695330                     36.265270                       111.332285
20217              9.971687                     34.795860                       106.821287
20218              7.677849                     33.418373                       102.592480
20219              8.143240                     41.975403                       128.862059
20220              5.275852                     30.871052                        94.772345
20221             11.485404                     42.997570                       132.000065
20222             11.249554                     22.929541                        70.392364
20223              7.574477                     29.128059                        89.421463
20224              4.589493                     36.473774                       111.972380
20225              1.624617                     36.804199                       112.986767
20226             13.895252                     36.162117                       111.015618
20227             13.281731                     28.212229                        86.609912
20228              7.202633                     31.521227                        96.768349
20229              1.983470                     33.263477                       102.116954
20230             14.815565                     28.609776                        87.830359
20231              6.885953                     39.170284                       120.250511
20232              6.279728                     33.720715                       103.520644
20233             10.660845                     33.368816                       102.440345
20234              2.933382                     28.124495                        86.340576
20235             11.783817                     36.380825                       111.687028
20236             13.157317                     30.897129                        94.852406
20237              6.609307                     38.618710                       118.557215
20238             13.632243                     27.030300                        82.981461
20239             11.443376                     33.390545                       102.507043
20240              4.425318                     39.246796                       120.485401
20241              3.800863                     41.272598                       126.704490
20242             17.440144                     31.966162                        98.134273
20243             14.912336                     32.149864                        98.698229
20244             18.166088                     31.523134                        96.774203
20245              8.822451                     47.875759                       146.975815
20246             10.713826                     32.078934                        98.480475
20247              7.133362                     38.405888                       117.903864
20248             12.431462                     36.703350                       112.677169
20249             12.880866                     34.020428                       104.440749
20250              9.333867                     27.112963                        83.235234
20251             17.723578                     42.584179                       130.730975
20252             10.258774                     36.568615                       112.263536
20253              9.811674                     39.445267                       121.094692
20254             13.575661                     34.621727                       106.286705
20255             13.734053                     29.726059                        91.257286
20256              5.301343                     36.862926                       113.167059
20257              9.209486                     34.421593                       105.672300
20258              7.483462                     46.724308                       143.440926
20259              7.919759                     36.970543                       113.497436
20260             13.090823                     38.744846                       118.944442
20261             20.794155                     37.415726                       114.864123
20262              9.055057                     34.216759                       105.043471
20263              4.415969                     34.678791                       106.461883
20264              5.424011                     30.291201                        92.992240
20265              3.941785                     33.319855                       102.290034
20266              3.012529                     40.469032                       124.237597
20267              9.787395                     36.944309                       113.416898
20268              2.404850                     40.517796                       124.387300
20269              3.259727                     31.884912                        97.884840
20270             11.638940                     43.672958                       134.073460
20271              6.205862                     45.568256                       139.891922
20272              7.690441                     37.426472                       114.897108
20273              8.084079                     35.651443                       109.447873
20274              8.003859                     40.843941                       125.388539
20275              2.205313                     38.070259                       116.873503
20276              4.826169                     40.019611                       122.857893
20277              5.327081                     41.761810                       128.206348
20278              2.634256                     26.935070                        82.689112
20279             13.116973                     30.982611                        95.114827
20280             11.766614                     37.699539                       115.735412
20281              8.538286                     23.856066                        73.236746
20282              4.970708                     42.517704                       130.526900
20283             11.199517                     31.127728                        95.560330
20284             18.021821                     31.168152                        95.684427
20285              5.182814                     39.420689                       121.019244
20286              8.662678                     29.396267                        90.244842
20287              2.708916                     37.288181                       114.472568
20288             13.922062                     38.171867                       117.185426
20289              1.940074                     33.018906                       101.366138
20290              2.458060                     44.211731                       135.727465
20291             11.116325                     38.271030                       117.489851
20292              7.949150                     36.788975                       112.940025
20293              1.691423                     32.069595                        98.451805
20294              6.156414                     29.999771                        92.097569
20295              5.965980                     32.930450                       101.094580
20296              6.714985                     38.338448                       117.696822
20297             14.919766                     31.062361                        95.359653
20298             11.613504                     27.130266                        83.288354
20299              8.390588                     24.677982                        75.759983
20300             14.324800                     37.398666                       114.811742
20301             11.641564                     34.406734                       105.626690
20302             11.833997                     29.495920                        90.550774
20303              5.306959                     29.440575                        90.380865
20304             10.779758                     33.387608                       102.498031
20305              9.880235                     45.214153                       138.804841
20306              6.844470                     28.629662                        87.891412
20307              9.504480                     38.294144                       117.560816
20308              4.296372                     33.036621                       101.420522
20309              2.662931                     29.815224                        91.531014
20310              4.312979                     39.019444                       119.787443
20311              3.854172                     39.509266                       121.291173
20312              8.666554                     43.692566                       134.133661
20313             10.323577                     40.537807                       124.448729
20314              4.284457                     43.602947                       133.858538
20315              8.421401                     39.670643                       121.786582
20316             17.603633                     35.880211                       110.150182
20317              7.623133                     37.920197                       116.412818
20318             12.129495                     34.918289                       107.197130
20319              8.720599                     35.537746                       109.098828
20320              4.065727                     30.282276                        92.964840
20321             14.558536                     42.679691                       131.024194
20322              8.570979                     35.106728                       107.775629
20323             21.040772                     26.694569                        81.950784
20324             14.558006                     30.623119                        94.011211
20325              8.369263                     37.177479                       114.132714
20326             13.502694                     38.167210                       117.171133
20327              8.542655                     26.655596                        81.831139
20328              8.163227                     33.616138                       103.199601
20329             14.627461                     37.938725                       116.469693
20330              3.574948                     39.440586                       121.080327
20331              4.286240                     42.934402                       131.806135
20332              9.363678                     37.251419                       114.359713
20333             10.248337                     29.310028                        89.980096
20334              7.633809                     37.140491                       114.019167
20335              2.948558                     36.535927                       112.163186
20336              3.524590                     33.955242                       104.240632
20337              7.803661                     36.137280                       110.939360
20338             11.587009                     35.142120                       107.884276
20339              2.851698                     34.997799                       107.441223
20340              7.780310                     39.937386                       122.605467
20341              9.308988                     34.978642                       107.382417
20342             11.764788                     40.318493                       123.775446
20343             22.065044                     34.933052                       107.242453
20344              7.944383                     43.360882                       133.115411
20345             11.085800                     33.708939                       103.484499
20346             10.688095                     35.469139                       108.888209
20347             20.834866                     32.571392                        99.992293
20348             17.092285                     28.965630                        88.922811
20349              9.744592                     39.361240                       120.836735
20350              7.033189                     39.619930                       121.630895
20351             10.468131                     33.404175                       102.548885
20352              5.866483                     34.997444                       107.440138
20353              6.059613                     39.594131                       121.551704
20354              7.152971                     41.935604                       128.739882
20355             18.176250                     33.778736                       103.698766
20356              9.587018                     32.174438                        98.773670
20357              2.232655                     35.227898                       108.147609
20358              6.088016                     40.985680                       125.823677
20359             10.368834                     39.688599                       121.841705
20360              9.233504                     34.318382                       105.355453
20361              7.923798                     35.269203                       108.274424
20362              7.817457                     36.326725                       111.520946
20363              8.364757                     34.851460                       106.991971
20364              7.470471                     41.370319                       127.004492
20365              9.576965                     41.558613                       127.582538
20366              7.138008                     37.148426                       114.043522
20367              3.196533                     38.376125                       117.812490
20368              6.195681                     37.239941                       114.324474
20369              4.782047                     32.840958                       100.819850
20370              3.474066                     35.950920                       110.367250
20371              3.826945                     25.168781                        77.266705
20372              2.858828                     37.585655                       115.385795
20373              6.834404                     45.618176                       140.045166
20374             13.941381                     33.938793                       104.190135
20375              5.062138                     36.698078                       112.660980
20376             11.112924                     36.354282                       111.605549
20377              8.716837                     42.885601                       131.656325
20378              2.975259                     39.382156                       120.900953
20379             17.026477                     33.130661                       101.709223
20380             10.697611                     39.041912                       119.856417
20381             16.641344                     40.988262                       125.831604
20382              4.336754                     40.818878                       125.311601
20383              7.905991                     44.201511                       135.696089
20384              6.263753                     41.567875                       127.610981
20385              9.744188                     31.433010                        96.497530
20386             13.830871                     39.611485                       121.604967
20387              8.810397                     34.071529                       104.597628
20388             10.402232                     36.724190                       112.741148
20389             17.912983                     37.715023                       115.782940
20390              6.337132                     41.696095                       128.004599
20391             14.582428                     40.221661                       123.478174
20392              7.710957                     43.867432                       134.670484
20393              3.624014                     30.706373                        94.266796
20394              5.510644                     36.410404                       111.777842
20395              7.470392                     35.064922                       107.647288
20396             17.704273                     37.839649                       116.165543
20397              8.027884                     35.979637                       110.455406
20398             16.498891                     31.260109                        95.966733
20399              6.370429                     34.242039                       105.121088
20400             10.438278                     45.984997                       141.171288
20401             19.668161                     29.689043                        91.143650
20402              5.296610                     37.316010                       114.557993
20403             10.195569                     39.833424                       122.286308
20404              4.333320                     33.056976                       101.483011
20405             11.400298                     32.111431                        98.580241
20406             15.044432                     38.875984                       119.347024
20407              9.430255                     35.879177                       110.146999
20408             10.213882                     40.659893                       124.823523
20409             12.568185                     38.367496                       117.786002
20410             11.451945                     32.661858                       100.270021
20411             16.216598                     24.316370                        74.649853
20412             13.280318                     34.535683                       106.022549
20413             14.034304                     31.677170                        97.247082
20414              6.999472                     33.544140                       102.978575
20415             16.528964                     29.311790                        89.985508
20416             10.326149                     25.162102                        77.246201
20417             17.472396                     25.692095                        78.873247
20418              7.655117                     27.335566                        83.918607
20419              7.730150                     30.722105                        94.315088
20420              3.717680                     33.017311                       101.361239
20421              4.793055                     25.160841                        77.242333
20422             10.132189                     29.628929                        90.959102
20423             10.674405                     25.508486                        78.309578
20424             19.001378                     34.479950                       105.851460
20425             15.963796                     36.592396                       112.336540
20426             11.199060                     28.626566                        87.881905
20427             12.329777                     33.652542                       103.311360
20428             15.355181                     25.449461                        78.128380
20429             16.358034                     23.925047                        73.448515
20430             10.103378                     27.243301                        83.635366
20431             10.742812                     33.846237                       103.906000
20432              8.986709                     35.190979                       108.034277
20433             18.834538                     28.746824                        88.251090
20434             14.700929                     28.234758                        86.679077
20435              9.414151                     31.559444                        96.885675
20436             28.521089                     27.992504                        85.935372
20437              3.707606                     29.960096                        91.975766
20438             17.954795                     29.366909                        90.154713
20439             11.454044                     26.499586                        81.352198
20440              9.947578                     25.480425                        78.223437
20441              4.438708                     28.495420                        87.479299
20442              5.933891                     19.654726                        60.338873
20443             11.138374                     27.991535                        85.932398
20444             24.565978                     24.347925                        74.746728
20445             17.308785                     21.343576                        65.523547
20446              7.925260                     27.839872                        85.466802
20447              9.136693                     27.335045                        83.917010
20448             14.085698                     24.826614                        76.216274
20449             27.465354                     20.601839                        63.246459
20450             10.029230                     23.904770                        73.386264
20451             11.781710                     37.092384                       113.871479
20452             23.592675                     31.065092                        95.368040
20453             20.483539                     17.443687                        53.551114
20454             21.271570                     17.630463                        54.124504
20455              4.188532                     26.522095                        81.421298
20456             12.270494                     31.239162                        95.902425
20457              4.748585                     29.691103                        91.149974
20458             11.514730                     21.638201                        66.428030
20459             18.290930                     18.628904                        57.189661
20460             24.442412                     23.666353                        72.654337
20461              8.960852                     25.678434                        78.831309
20462             10.949885                     22.917645                        70.355844
20463             12.449313                     28.242865                        86.703962
20464              9.447186                     31.921539                        97.997284
20465             14.224760                     29.532946                        90.664440
20466              7.430887                     39.793358                       122.163308
20467             10.156097                     31.120007                        95.536625
20468              8.007022                     36.041267                       110.644615
20469              1.610583                     40.721336                       125.012147
20470              4.665267                     32.107136                        98.567057
20471              5.357269                     33.404640                       102.550316
20472             13.222751                     27.681686                        84.981179
20473              9.295170                     37.252892                       114.364231
20474             13.406512                     36.137486                       110.939991
20475              7.611668                     39.993984                       122.779226
20476              8.981373                     33.337635                       102.344620
20477              3.567602                     32.020664                        98.301589
20478              7.773875                     34.398319                       105.600858
20479              8.217475                     39.271194                       120.560300
20480              1.943198                     38.136520                       117.076921
20481             12.883976                     28.247046                        86.716801
20482              9.345925                     37.585278                       115.384638
20483              4.845735                     31.531351                        96.799427
20484             13.156897                     30.747334                        94.392538
20485             10.559352                     41.654213                       127.876031
20486              6.225449                     40.657619                       124.816549
20487              9.937154                     34.296238                       105.287468
20488             15.979334                     32.336758                        99.271983
20489             12.682182                     27.332506                        83.909220
20490             14.902858                     26.928118                        82.667768
20491              9.727871                     30.170042                        92.620289
20492              5.551568                     36.342018                       111.567903
20493              3.692471                     30.308044                        93.043947
20494              8.660093                     43.810402                       134.495401
20495             10.472397                     35.105499                       107.771862
20496             11.534900                     37.842598                       116.174591
20497              6.668092                     35.730419                       109.690320
20498              6.291175                     31.062510                        95.360112
20499             16.589894                     28.870119                        88.629597
20500              2.896986                     29.193907                        89.623612
