#time     probe_coordinates
1         [32.9199, 37.037033, 40.29799]                              
2         [32.84765, 37.020103, 40.466972]                            
3         [33.0326, 37.165855, 40.53591]                              
4         [33.432495, 36.694817, 40.559624]                           
5         [33.115715, 36.708664, 40.232597]                           
6         [32.647484, 36.968555, 40.591103]                           
7         [32.974037, 37.007874, 40.700367]                           
8         [33.087273, 37.19068, 40.39258]                             
9         [33.1045, 37.04937, 40.485733]                              
10        [32.75387, 37.17971, 40.563286]                             
11        [32.91597, 37.134445, 40.406097]                            
12        [33.125336, 37.105804, 40.079777]                           
13        [33.035393, 36.94728, 40.463108]                            
14        [32.933044, 36.722588, 40.55755]                            
15        [33.021034, 36.817635, 40.495113]                           
16        [32.73326, 37.138634, 40.517223]                            
17        [32.6536, 36.98078, 40.824375]                              
18        [32.96775, 36.888496, 40.96383]                             
19        [33.142227, 36.98997, 40.491253]                            
20        [32.808716, 37.161507, 40.606976]                           
21        [32.752007, 36.931458, 40.49778]                            
22        [33.04177, 37.0415, 40.361954]                              
23        [32.88787, 36.919235, 40.425537]                            
24        [32.87487, 36.908646, 40.445377]                            
25        [32.737404, 36.87635, 40.75566]                             
26        [32.57779, 37.120518, 40.84591]                             
27        [32.87697, 37.215378, 40.345787]                            
28        [32.67917, 37.251026, 40.753887]                            
29        [32.690514, 37.333252, 40.733063]                           
30        [33.103622, 36.94005, 40.565704]                            
31        [32.81373, 37.151344, 40.375534]                            
32        [33.000404, 36.985096, 40.64962]                            
33        [33.035908, 37.027794, 40.586334]                           
34        [32.806313, 36.832092, 40.54135]                            
35        [32.958336, 36.699516, 40.261078]                           
36        [33.09787, 37.1914, 40.37284]                               
37        [32.91826, 36.72193, 40.703773]                             
38        [32.775925, 36.976616, 40.316757]                           
39        [33.02859, 36.85978, 40.393826]                             
40        [33.050674, 36.918297, 40.520683]                           
41        [33.176003, 36.858223, 40.465775]                           
42        [33.093567, 36.87232, 40.67012]                             
43        [32.99157, 36.70865, 40.80126]                              
44        [32.93765, 36.900116, 40.736675]                            
45        [32.839256, 37.245773, 40.459724]                           
46        [33.066063, 37.19633, 40.247368]                            
47        [33.096436, 37.066498, 40.497883]                           
48        [33.0014, 36.976456, 40.391426]                             
49        [33.224243, 37.153008, 40.285583]                           
50        [33.000645, 37.074028, 40.642853]                           
51        [33.312065, 37.19657, 40.640816]                            
52        [33.180084, 37.080162, 40.410706]                           
53        [33.036766, 37.196156, 40.78195]                            
54        [33.19684, 37.369595, 40.518578]                            
55        [33.217255, 37.063347, 40.527256]                           
56        [32.959038, 36.952415, 40.265976]                           
57        [33.147858, 37.063305, 40.384666]                           
58        [33.2213, 37.064568, 40.743927]                             
59        [32.92897, 37.07833, 40.573467]                             
60        [32.669735, 37.065544, 40.570824]                           
61        [32.821552, 36.989956, 40.518394]                           
62        [33.12233, 36.92386, 40.445786]                             
63        [33.13649, 37.01049, 40.708622]                             
64        [32.67289, 36.941555, 40.650074]                            
65        [33.02713, 37.278297, 40.6726]                              
66        [32.76918, 37.163933, 40.493484]                            
67        [32.868935, 37.27883, 40.40744]                             
68        [32.782482, 37.334442, 40.144096]                           
69        [32.881653, 37.002174, 40.20608]                            
70        [32.841415, 37.064766, 40.532345]                           
71        [33.035816, 36.894047, 40.596638]                           
72        [32.963474, 36.961205, 40.75397]                            
73        [32.957233, 37.204044, 40.77216]                            
74        [33.078846, 36.91971, 40.800774]                            
75        [33.121437, 36.880955, 40.444252]                           
76        [32.97433, 37.1213, 40.755466]                              
77        [32.92193, 37.147858, 40.482147]                            
78        [32.86893, 37.177654, 40.635567]                            
79        [33.008194, 37.24023, 40.513638]                            
80        [33.125023, 37.0615, 40.70218]                              
81        [32.82887, 36.885323, 40.368435]                            
82        [32.799866, 37.266983, 40.64035]                            
83        [32.9625, 37.113747, 40.496933]                             
84        [33.06757, 37.50615, 40.364525]                             
85        [33.026615, 37.019207, 40.62274]                            
86        [32.96451, 37.211346, 40.326942]                            
87        [33.150414, 37.085304, 40.494347]                           
88        [32.75202, 37.094288, 40.285183]                            
89        [33.17897, 37.106544, 40.287086]                            
90        [32.987007, 37.082268, 40.412384]                           
91        [33.1531, 37.449333, 40.482666]                             
92        [33.070477, 36.745804, 40.59184]                            
93        [32.733814, 37.002785, 40.424454]                           
94        [32.88896, 37.031918, 40.4423]                              
95        [33.049156, 36.871117, 40.574425]                           
96        [32.866356, 37.033726, 40.870186]                           
97        [32.826187, 37.29138, 40.55816]                             
98        [32.840477, 37.37623, 40.336945]                            
99        [33.042572, 37.094894, 40.37419]                            
100       [33.06906, 37.09221, 40.442017]                             
101       [33.021732, 37.054893, 40.44009]                            
102       [32.932404, 37.042686, 40.22926]                            
103       [32.95455, 37.110477, 40.32276]                             
104       [33.07452, 37.345062, 40.632927]                            
105       [32.901627, 36.90958, 40.817543]                            
106       [32.96422, 37.277245, 40.57621]                             
107       [32.866524, 37.139576, 40.41862]                            
108       [32.830727, 36.858284, 40.702583]                           
109       [33.02698, 37.101974, 40.522015]                            
110       [33.10283, 37.1503, 40.401726]                              
111       [32.988968, 36.481796, 40.989365]                           
112       [33.079933, 37.16167, 40.64669]                             
113       [33.057686, 37.104908, 40.383842]                           
114       [32.863457, 36.993397, 40.585884]                           
115       [33.170837, 37.04409, 40.510353]                            
116       [32.801804, 36.89963, 40.604298]                            
117       [32.97963, 37.067963, 40.344162]                            
118       [32.765717, 37.199905, 40.823395]                           
119       [32.777157, 37.108505, 40.75116]                            
120       [33.06459, 36.988724, 40.611584]                            
121       [33.153, 37.26293, 40.569733]                               
122       [32.82721, 37.098328, 40.575657]                            
123       [33.001476, 37.069958, 40.34112]                            
124       [32.872078, 36.71295, 40.589867]                            
125       [32.98871, 37.322388, 40.260338]                            
126       [32.798203, 37.019066, 40.009712]                           
127       [33.009396, 37.098103, 40.402756]                           
128       [33.14933, 36.9962, 40.26154]                               
129       [32.987423, 37.11454, 40.595997]                            
130       [32.83799, 36.85382, 40.732956]                             
131       [32.7586, 37.065384, 40.740242]                             
132       [32.90238, 36.933167, 40.52053]                             
133       [33.04329, 37.19532, 40.41472]                              
134       [32.753986, 36.789154, 40.289146]                           
135       [32.912975, 37.03485, 40.387505]                            
136       [32.959, 37.04541, 40.614197]                               
137       [32.905582, 37.06692, 40.480865]                            
138       [33.16131, 37.0515, 40.409924]                              
139       [32.931007, 36.785233, 40.510994]                           
140       [33.044514, 37.119835, 40.506367]                           
141       [33.2052, 36.829594, 40.60531]                              
142       [33.010345, 37.09395, 40.216652]                            
143       [32.964066, 37.02741, 40.426125]                            
144       [32.89729, 37.086624, 40.633797]                            
145       [33.020473, 37.03916, 40.492928]                            
146       [33.028763, 36.948906, 40.414833]                           
147       [32.785294, 36.95971, 40.455273]                            
148       [33.041813, 37.1128, 40.346172]                             
149       [33.111794, 37.165733, 40.29425]                            
150       [33.025177, 36.992702, 40.392723]                           
151       [32.883118, 36.969948, 40.474697]                           
152       [32.62265, 36.7912, 40.78015]                               
153       [32.53977, 37.157104, 40.38566]                             
154       [32.988373, 37.0306, 40.63964]                              
155       [32.851723, 37.110268, 40.544807]                           
156       [32.975685, 36.982323, 40.24465]                            
157       [33.227055, 37.27323, 40.398045]                            
158       [32.6589, 37.073257, 40.526367]                             
159       [32.701477, 37.02452, 40.94427]                             
160       [32.887383, 37.11636, 40.316917]                            
161       [32.89192, 36.971966, 40.272125]                            
162       [32.793816, 36.795654, 40.5847]                             
163       [32.82132, 36.87063, 40.522377]                             
164       [33.034138, 37.03715, 40.32394]                             
165       [33.116028, 37.115543, 40.26187]                            
166       [32.792107, 36.907776, 40.01593]                            
167       [32.660217, 36.95996, 40.558662]                            
168       [32.92435, 37.149025, 40.628014]                            
169       [32.884422, 37.49561, 40.38504]                             
170       [32.64672, 36.99322, 40.50285]                              
171       [32.94159, 36.882404, 40.647537]                            
172       [32.47742, 36.77052, 40.849876]                             
173       [32.93856, 36.844696, 40.220078]                            
174       [32.819305, 36.77498, 40.679382]                            
175       [33.028732, 36.876415, 40.749454]                           
176       [32.497887, 37.098553, 40.25396]                            
177       [32.806175, 36.959824, 40.504745]                           
178       [32.69719, 36.976654, 40.51856]                             
179       [32.78447, 36.660683, 40.556423]                            
180       [32.71911, 36.817776, 40.61434]                             
181       [32.885765, 37.085464, 40.556984]                           
182       [32.89384, 37.022446, 40.38489]                             
183       [32.764595, 36.9059, 40.523903]                             
184       [32.96778, 36.960823, 40.618954]                            
185       [32.791134, 37.057144, 40.628933]                           
186       [32.985847, 36.95306, 40.719994]                            
187       [32.696693, 36.765717, 40.233955]                           
188       [32.583576, 36.98887, 40.73854]                             
