@    title "Electric Field"
@    xaxis  label "Time (ps)"
@    yaxis  label "MV/cm"
#time             Magnitude      Efield_X       Efield_Y       Efield_Z
@type xy
8039              27.697958     -25.069841      -7.329065      -9.217630
8040              31.688677     -27.933485      -5.472438     -13.926416
8041              34.951317     -34.344578       0.535657      -6.462007
8042              28.863777     -28.555243      -3.486710      -2.357661
8043              28.931320     -27.665155      -8.028003      -2.685440
8044              41.935528     -41.061142      -5.981526      -6.065671
8045              31.570387     -30.594528      -6.507394      -4.279953
8046              40.531490     -39.523201      -1.860935       8.789488
8047              39.335892     -38.791359      -6.276760      -1.773440
8048              37.758369     -31.316654      -8.547560     -19.284733
8049              37.390793     -36.627941      -7.260428       1.936845
8050              29.074446     -27.708553      -0.615436      -8.785257
8051              30.291456     -29.065874       0.901922      -8.481379
8052              38.547123     -35.113625     -14.765139       5.908024
8053              28.273148     -24.501520     -13.973590      -1.945557
8054              31.711035     -26.441122     -10.193356     -14.232087
8055              32.269150     -30.011219      -9.865399      -6.580168
8056              30.890976     -30.418447      -5.380713      -0.135764
8057              31.532068     -30.206596      -7.603892      -4.900375
8058              39.403404     -35.769035     -13.813231       9.077391
8059              29.546637     -28.247704      -7.576386      -4.203495
8060              30.439062     -28.990702      -3.892560      -8.421622
8061              34.885868     -32.839806     -10.815648      -4.646772
8062              30.150209     -29.603737      -5.407423       1.847597
8063              26.451971     -21.002098      -5.195076     -15.219390
8064              31.542665     -28.167713       3.891835     -13.651860
8065              30.911352     -29.712049       0.776636      -8.491330
8066              41.193504     -40.313385      -6.249729       5.716349
8067              33.600819     -31.571428     -11.498885       0.188560
8068              33.847401     -32.665737      -8.632606      -2.018468
8069              41.922356     -39.334072     -13.406655       5.529596
8070              38.868233     -37.132133     -11.272911      -2.205820
8071              30.572035     -30.161268      -1.908585      -4.615689
8072              28.897554     -28.699108      -2.170526      -2.592027
8073              36.114555     -35.968288      -3.115987       0.913182
8074              47.349262     -46.560925       2.685066      -8.174557
8075              33.066872     -29.832327      -2.215946     -14.090416
8076              47.445045     -47.024769      -4.419040       4.491722
8077              31.468634     -30.788334       1.313256      -6.374073
8078              39.557922     -38.103710      -8.488679       6.393668
8079              33.059513     -31.749956      -8.752970       2.873539
8080              36.398144     -35.926544      -5.821052       0.473069
8081              34.076694     -32.637115      -0.057958      -9.799818
8082              45.236118     -43.112259      -9.664161      -9.707917
8083              35.417332     -34.530060      -7.734328      -1.497493
8084              49.949959     -49.450279      -6.044994       3.623022
8085              49.440548     -47.311104      12.773423      -6.547276
8086              45.991692     -44.126450      11.172717      -6.577439
8087              53.009865     -52.366764       7.413470      -3.578875
8088              23.786018     -23.634436      -2.516489      -0.924884
8089              40.308300     -37.489326     -14.725807       1.568456
8090              32.996277     -32.651665       3.322984      -3.403081
8091              38.327908     -36.010715     -13.013535      -1.704354
8092              40.385014     -39.971622      -3.312490      -4.716578
8093              33.985428     -33.790344      -3.610375      -0.432641
8094              37.720234     -37.614265       2.107871      -1.881515
8095              31.197620     -26.157721     -16.016638      -5.703728
8096              39.837692     -38.775116      -7.300864       5.498151
8097              46.839676     -44.290039      -5.825903      14.085686
8098              40.002094     -37.275558     -14.152608      -3.225512
8099              34.302113     -34.164345      -1.475581       2.693501
8100              20.245714     -18.668913      -7.615976      -1.832369
8101              33.157097     -31.349369       7.598752      -7.672623
8102              40.817951     -40.598938      -3.747518      -1.946104
8103              38.046547     -37.561794       4.448542      -4.106307
8104              29.410545     -27.837011      -9.465182       0.701005
8105              41.287502     -40.474953      -7.257119       3.710855
8106              41.004429     -38.109650       2.301351     -14.957325
8107              37.829037     -36.843391       7.231086      -4.616495
8108              40.652828     -39.603966      -8.973673       1.910895
8109              34.707954     -33.686722      -5.223490      -6.523948
8110              40.609772     -39.964306      -6.540421       3.038212
8111              31.872858     -30.315832      -9.821844       0.600635
8112              30.608034     -27.257772      -8.444712     -11.070344
8113              31.861212     -31.204691      -6.104608      -2.034173
8114              37.178455     -36.523331      -6.802066       1.419767
8115              35.029751     -32.233112      -9.423904       9.964937
8116              36.617081     -36.243587      -5.164945      -0.732346
8117              42.935703     -41.368397     -11.399397       1.477836
8118              39.014751     -38.058033      -7.269589      -4.570557
8119              33.086712     -32.643913      -5.392395      -0.165624
8120              40.268593     -37.983791     -10.680264      -8.045062
8121              36.084450     -35.617207      -3.568980       4.556814
8122              37.096306     -35.931992      -9.197959      -0.652332
8123              36.528389     -35.306309      -9.161767       1.962113
8124              38.251396     -37.229755      -8.209336       3.117918
8125              39.782303     -38.587627      -9.666845      -0.422594
8126              44.576603     -42.095127     -14.657614       0.477470
8127              30.034801     -29.198576      -4.231708       5.623625
8128              37.893543     -37.556732      -4.888688       1.230044
8129              41.890087     -38.369568     -13.815152      -9.575866
8130              45.786453     -44.765228      -9.303773      -2.431718
8131              41.488388     -41.216984      -0.530213      -4.708020
8132              30.553650     -28.300808     -10.832784       3.903930
8133              40.761799     -38.165829     -14.304670       0.519789
8134              40.346680     -40.203953      -2.068212       2.686872
8135              41.278671     -39.585327     -10.749832      -4.622936
8136              39.368301     -33.583714     -20.118933       4.150404
8137              32.377594     -29.879612     -12.394060       1.380154
8138              42.567554     -38.952801     -17.136341       1.010784
8139              35.423683     -34.780937      -1.198920      -6.609573
8140              34.451221     -27.706764     -20.295204       2.706764
8141              35.013977     -32.689465     -12.276866      -2.579935
8142              38.505219     -35.761265      -8.988320     -11.090261
8143              42.794765     -41.595528      -7.598536       6.592901
8144              42.735359     -42.287590      -1.361458       6.018077
8145              36.536621     -35.918755      -6.349934      -2.108556
8146              35.504551     -32.171978     -14.962530       1.288259
8147              47.367321     -44.786312     -14.546780      -5.122541
8148              47.568966     -47.564968      -0.616676      -0.000557
8149              36.306038     -35.867828      -5.391082       1.601095
8150              30.916733     -29.500092       5.923172      -7.106683
8151              41.850956     -41.450184      -5.561544       1.566537
8152              36.108757     -33.132027      -6.041510     -13.023491
8153              33.461143     -33.298218      -1.616918      -2.874423
8154              42.816715     -36.708870     -15.581965      15.586288
8155              31.162067     -30.428402      -1.778424      -6.482593
8156              36.406792     -27.048037     -18.192711     -16.213680
8157              28.523849     -28.238775      -1.334482      -3.794836
8158              29.022291     -27.428087      -8.371714      -4.461822
8159              35.580662     -34.828552      -6.474318       3.322448
8160              39.428825     -38.769932      -3.705048      -6.147948
8161              30.515463     -27.573729     -12.431607       4.042043
8162              34.208576     -31.574692      -8.119226     -10.360682
8163              38.532337     -36.049385     -13.075436      -3.770392
8164              39.514473     -35.677727     -16.397943      -4.427296
8165              33.573479     -32.117611      -1.671740      -9.635494
8166              37.401058     -35.729145     -10.746433      -2.604165
8167              35.320404     -34.220493      -5.383151      -6.892786
8168              32.857056     -29.561237     -11.454719      -8.631847
8169              38.593788     -37.971424      -4.026516      -5.607018
8170              41.974850     -39.405739     -13.056209      -6.213794
8171              43.273266     -42.714069       2.572003      -6.439603
8172              29.675089     -26.286860     -13.648433      -1.825433
8173              38.392307     -36.745892      -9.202615       6.246661
8174              38.003590     -32.725903     -19.280710      -1.241943
8175              43.426361     -42.725761      -5.126915      -5.837206
8176              37.688370     -37.589661       2.252561       1.535192
8177              36.355286     -33.214005     -12.274462       8.238583
8178              40.799820     -38.983356      -8.095347      -8.910032
8179              38.170033     -35.471931     -10.223519      -9.704278
8180              28.690380     -23.791492     -12.861193      -9.575621
8181              37.561680     -33.490578     -16.952188      -1.372708
8182              35.897213     -35.364414       0.547323      -6.137470
8183              45.602146     -45.110584       4.462678      -4.967421
8184              46.145290     -46.089405      -1.927442       1.199846
8185              37.909035     -36.583401       9.862481       1.217000
8186              40.676983     -40.407043      -0.732275      -4.620792
8187              33.076336     -31.509211       7.311548       6.910490
8188              46.890820     -44.229992      15.345611       2.639871
8189              42.523418     -40.340389     -13.446741      -0.281161
8190              32.243259     -25.509460      -6.641385     -18.568447
8191              38.273178     -37.870125      -2.597494       4.893160
8192              44.972313     -43.465778       0.955858     -11.503102
8193              38.287109     -37.597897      -1.457267      -7.083597
8194              45.315647     -43.977776      -0.415228     -10.922031
8195              47.875443     -43.764679       9.012170     -17.189865
8196              44.265839     -40.910786       6.265807     -15.700695
8197              27.019670     -26.709515       4.077456       0.196724
8198              45.205257     -38.983902      11.183758     -19.967331
8199              41.977726     -41.263733      -1.414294      -7.578498
8200              49.939587     -49.594002       1.762224      -5.593930
8201              37.483086     -33.913097      -6.515276     -14.575145
8202              36.357315     -36.116943       1.521168      -3.886734
8203              36.067455     -29.701735       7.634548     -18.983732
8204              43.297997     -40.966412      -2.608971     -13.771818
8205              36.003696     -31.883081     -16.408537      -3.239611
8206              32.732944     -30.829956     -10.961038      -0.902790
8207              38.824699     -38.077694      -3.217844       6.862361
8208              49.572258     -45.613411     -19.393465       0.848035
8209              37.483845     -35.289787      -9.676270      -8.126451
8210              38.565960     -37.230408      -4.803251      -8.840738
8211              36.807533     -35.118198      -6.162705      -9.139356
8212              40.880131     -39.872215      -8.769245      -2.119408
8213              34.627350     -33.552635      -7.484916       4.153327
8214              38.227242     -35.041985     -11.695855       9.827937
8215              32.855988     -30.523006      -2.165922     -11.965397
8216              39.532352     -38.569107      -8.638468      -0.779494
8217              38.030937     -36.881416       2.569838      -8.916795
8218              41.756615     -40.533344      -9.769967       2.282656
8219              37.964352     -29.692041      -5.321576     -23.051151
8220              28.024000     -27.166294       6.614852      -1.892288
8221              45.009644     -42.982162     -11.731951       6.384604
8222              39.059830     -38.182648      -7.214280       3.963581
8223              46.467842     -43.811287      -3.255939     -15.140360
8224              46.494076     -45.753979      -6.861371       4.603742
8225              31.909565     -31.860632       0.942339      -1.494141
8226              40.581165     -38.013569      12.329797      -7.055184
8227              40.178883     -39.955997      -2.816082      -3.151285
8228              39.455624     -37.481071     -11.508009       4.413767
8229              39.019894     -38.332863      -5.057930       5.249880
8230              41.552963     -38.077286     -16.114897       4.132699
8231              35.702454     -34.964771      -6.999586       1.770788
8232              37.356617     -36.555191      -5.484707      -5.399352
8233              32.235294     -29.860735     -12.049090       1.506649
8234              40.283211     -35.497395     -18.875799       2.525148
8235              41.547192     -35.038151     -21.462885       6.151568
8236              43.193481     -37.003719     -19.173128      11.348689
8237              39.987900     -38.913223      -8.058419       4.455897
8238              44.389187     -43.063576      -7.958200       7.252258
8239              38.233372     -36.904766      -5.990686       7.996287
8240              42.800087     -36.783230     -21.873047       0.641260
8241              39.890778     -38.652473      -9.577477      -2.352133
8242              45.611351     -43.711014     -11.656164       5.820366
8243              40.873852     -39.860298      -8.680166      -2.546191
8244              34.676743     -32.223743     -10.362124      -7.532152
8245              29.989370     -27.738194      -8.993513      -7.005116
8246              33.171608     -29.734886      -9.528218     -11.198441
8247              38.526890     -37.900150       4.432779      -5.315095
8248              42.749153     -42.349182      -4.675824       3.489062
8249              34.717049     -31.143122     -15.162230       2.342264
8250              36.503349     -35.044640     -10.005201       2.064935
8251              29.421099     -29.184889      -3.706358      -0.325934
8252              39.885090     -38.787952      -9.169406      -1.495699
8253              43.164753     -35.734455     -22.436838       9.101255
8254              39.146343     -37.213509     -12.128211       0.705257
8255              33.261669     -31.344856     -11.118121      -0.475507
8256              35.334873     -30.681881     -15.721651      -7.746308
8257              44.406281     -38.982685     -18.738550      10.056572
8258              33.267548     -30.652578     -12.271527       4.069259
8259              39.743816     -34.652153     -14.006257      13.513843
8260              43.532448     -40.399113      -7.085124      14.587214
8261              41.248047     -40.462933      -7.523930       2.746434
8262              33.239021     -32.613159      -6.317859       1.139834
8263              36.502335     -35.663269      -7.474676       2.163563
8264              44.878082     -42.016613     -15.518539       2.796691
8265              35.908184     -33.029320     -11.835452      -7.640935
8266              39.182449     -37.022999      -9.860830      -8.205243
8267              48.795883     -48.684040       2.076404      -2.567317
8268              42.751446     -42.556793      -3.898246      -1.187087
8269              46.972946     -41.748665     -21.365574       2.649352
8270              28.785921     -26.070885     -10.649834      -5.959802
8271              41.354866     -40.761265       0.493877       6.964223
8272              45.264309     -44.829838       4.150855      -4.681217
8273              37.017326     -35.236839     -11.245436      -1.479108
8274              44.559101     -42.060913     -13.356638       6.163870
8275              45.870220     -38.352203     -16.587193      18.922230
8276              45.304203     -42.258629     -13.892157       8.584105
8277              39.089741     -34.940235     -14.540833       9.785299
8278              36.375698     -33.965679     -11.039930      -6.902461
8279              38.564854     -35.491909     -14.531893       4.049245
8280              35.515404     -33.728264      -6.034855      -9.344987
8281              30.760611     -26.674242     -14.698303      -4.319704
8282              39.589203     -38.889725      -5.853192       4.542523
8283              48.783741     -46.611778     -12.736863       6.705782
8284              44.757603     -43.967571      -8.351375      -0.591770
8285              34.601902     -33.914722      -4.087284      -5.511573
8286              43.473022     -40.184410     -16.002066       4.364719
8287              41.365829     -40.121151      -8.890748       4.730719
8288              37.807163     -35.865299     -11.383517       3.671157
8289              47.371613     -46.176872      -6.023480      -8.688157
8290              39.809464     -37.370388     -13.616643       1.683614
8291              38.729523     -36.910061     -10.974341       4.145734
8292              36.897968     -34.503391     -12.360889       4.264301
8293              36.772259     -34.279633     -12.714007      -3.931907
8294              37.972466     -35.523510      -5.382735      12.288795
8295              41.945877     -41.841785      -1.270376       2.666019
8296              36.144680     -33.948261      -0.465229      12.399076
8297              40.143764     -34.626438     -20.144508      -2.594267
8298              42.583092     -39.255398     -16.199455       3.148170
8299              35.717915     -31.447033     -16.104061      -5.245240
8300              33.766315     -33.275002      -5.739038      -0.042248
8301              33.934265     -31.074425     -11.369421       7.526676
8302              40.659142     -40.572773      -2.494859      -0.889599
8303              35.664700     -34.997253      -6.297824      -2.738678
8304              29.879862     -29.093151      -6.673822      -1.361878
8305              38.838650     -38.234394      -6.806518       0.493164
8306              36.862526     -36.197216      -6.417586       2.724357
8307              31.701378     -30.385592      -9.036520       0.185860
8308              42.016350     -38.755466     -13.416412       9.131661
8309              26.477192     -25.862667      -2.891035      -4.879143
8310              39.227463     -34.893635     -15.243869       9.426167
8311              30.281330     -28.206787      -8.707979      -6.745899
8312              33.651413     -33.342808      -0.943659      -4.447947
8313              32.652172     -24.291306     -19.997149       8.729883
8314              23.403582     -21.019218      -7.636739      -6.899294
8315              31.807985     -28.246674      -3.188855     -14.272511
8316              29.045248     -28.866365      -0.155917      -3.214819
8317              26.079504     -20.723917      -5.334274     -14.906552
8318              18.785746     -17.531940      -4.450337      -5.072452
8319              29.996334     -29.271385      -5.909072       2.837071
8320              22.051470     -20.502413      -1.635970      -7.952482
8321              31.148193     -31.139376       0.691684       0.265980
8322              24.994492     -23.779083      -7.645669      -0.907511
8323              22.487720     -18.080635     -12.025457      -5.846072
8324              28.323292     -27.737829       0.737043       5.681416
8325              38.926464     -37.162273     -10.824286      -4.131572
8326              28.880566     -28.667061      -0.093245      -3.504008
8327              30.233223     -27.109476      -9.898585      -9.007890
8328              25.582296     -24.057356      -8.487325      -1.913879
8329              23.761009     -22.467083      -5.531616      -5.405271
8330              27.044506     -24.100349      -4.048321      11.584019
8331              26.844360     -24.147697      -7.944786      -8.624895
8332              21.040655     -19.313192       1.329509      -8.242705
8333              31.751308     -29.295198       2.225264     -12.040977
8334              23.628490     -22.978077      -5.495648       0.333746
8335              29.290926     -26.969488     -10.818888      -3.681949
8336              33.961689     -33.714916      -3.630629       1.875975
8337              34.837696     -33.915367      -6.820134      -4.110815
8338              29.510643     -29.333363      -2.090076      -2.462417
8339              27.327625     -25.046694      -6.516566      -8.774768
8340              30.257614     -29.779951      -4.826319      -2.320447
8341              37.610775     -35.727734      10.951060      -4.263047
8342              28.524588     -25.810499     -10.499992      -6.100852
8343              44.131760     -40.924221     -10.808490     -12.489869
8344              34.172283     -32.852131      -7.914625      -5.083427
8345              32.804657     -32.107338      -1.195650      -6.620787
8346              40.120365     -39.729141       3.534156      -4.329981
8347              31.617912     -30.058519       1.396063      -9.707154
8348              36.292988     -35.198799      -6.272779       6.235204
8349              33.016926     -32.908615      -1.969478      -1.805984
8350              33.486229     -33.247326      -3.986860       0.219032
8351              41.757824     -36.327606     -19.588686      -6.348558
8352              43.093788     -42.181206      -6.970668       5.406494
8353              41.007610     -36.050812     -18.386850       6.624709
8354              27.517651     -20.377850      -9.049114     -16.126928
8355              34.593727     -31.548586      -6.419621     -12.657055
8356              29.538933     -24.666777     -12.751353     -10.074802
8357              36.423599     -30.946699       6.795089     -17.966837
8358              34.688656     -31.605089     -12.481060       6.974554
8359              34.386398     -30.586376     -12.840247       9.056818
8360              22.104673     -21.295450      -5.629309      -1.852360
8361              34.873875     -31.153379     -13.627611      -7.742234
8362              40.733490     -39.452274     -10.026177      -1.487021
8363              29.569687     -26.391991      -7.185303     -11.233902
8364              37.376213     -35.740688      -5.218379      -9.610048
8365              38.805779     -37.428993      -6.529151       7.894871
8366              34.061554     -33.184132      -7.594040      -1.154782
8367              37.626205     -35.746655      -2.658226     -11.438606
8368              35.512924     -34.630924      -7.662988       1.773533
8369              31.982620     -28.746618     -13.752913      -2.716125
8370              42.452263     -41.268269      -9.946002       0.449220
8371              29.011499     -25.140018     -13.335353      -5.640470
8372              37.893333     -36.920479      -8.511055      -0.587349
8373              31.277126     -28.970037      -3.326721     -11.310547
8374              36.755539     -31.594000     -12.746311     -13.795670
8375              39.194321     -29.255733     -21.339926     -14.996815
8376              33.025356     -31.023336      -3.351280     -10.816454
8377              34.630047     -33.380867      -9.212559       0.294636
8378              27.469044     -26.271772      -7.756764       2.043261
8379              35.446907     -32.939472      -7.131568     -10.982498
8380              38.058586     -32.680397     -14.121243     -13.455043
8381              36.482395     -32.341537     -16.701939       2.456692
8382              30.149212     -28.932985      -8.454522      -0.615154
8383              34.773621     -34.464951      -2.852947       3.637655
8384              34.226494     -30.404902     -13.412359      -8.191672
8385              29.960655     -28.288870      -8.538398       4.947369
8386              22.742634     -22.105556      -0.737471      -5.294135
8387              20.250916     -19.040777      -5.729244      -3.837198
8388              31.732426     -31.343660      -1.851075       4.592964
8389              26.602232     -24.859926      -6.903320      -6.481283
8390              34.890648     -31.758099     -14.447072       0.250329
8391              31.183878     -29.717707      -2.484320      -9.117034
8392              29.342510     -25.099867     -13.091708      -7.719247
8393              26.143740     -18.305719     -15.019778     -11.081608
8394              30.998459     -27.244959       5.611202     -13.679585
8395              32.401382     -30.893209      -9.592035      -1.857987
8396              39.909969     -39.803822      -1.557292       2.456912
8397              39.226078     -38.072655      -2.338133      -9.148291
8398              38.432152     -38.137203      -1.557529      -4.489759
8399              44.738560     -42.631672      -6.328796      12.001062
8400              43.510406     -43.072037       4.372074       4.340515
8401              35.817692     -34.146519      -4.526622      -9.819973
8402              47.315727     -43.877419      -7.594395      15.996103
8403              29.761097     -26.106588     -10.145915     -10.061280
8404              30.569588     -29.626757      -3.491588       6.675617
8405              33.564564     -33.308784      -1.239200      -3.945771
8406              37.695358     -36.668285      -4.079811       7.728643
8407              42.334610     -41.615742      -1.189847       7.676818
8408              47.565594     -40.153728     -15.254389      20.432024
8409              35.402023     -34.823715      -6.324286      -0.784576
8410              32.611744     -30.357670     -10.957851      -4.675803
8411              29.890867     -24.043146     -15.529800      -8.614897
8412              39.989193     -39.841682      -2.754702      -2.046354
8413              35.240204     -35.078415      -2.286307       2.479858
8414              29.676973     -28.060081      -8.508242       4.578683
8415              38.653435     -38.229336      -4.267349       3.794142
8416              42.582527     -41.117802      -8.242844       7.392793
8417              43.905941     -43.712517      -3.427266       2.280671
8418              37.674480     -36.557610      -8.461401      -3.363380
8419              41.754276     -40.779663      -8.769069       1.881982
8420              38.030743     -37.409164      -5.276480      -4.364710
8421              40.404118     -39.532612      -4.436292       7.069976
8422              36.686367     -34.221649      12.991576       2.446890
8423              42.670383     -41.581715      -8.785030       3.813927
8424              36.338120     -31.291071     -18.440454       1.130283
8425              27.017633     -24.092957       1.950758     -12.069649
8426              29.824711     -28.320072      -5.062512      -7.864980
8427              31.562302     -29.062424     -11.463090       4.489101
8428              39.642193     -39.297035      -5.215220       0.219123
8429              33.309822     -32.860073      -1.992452      -5.078392
8430              32.347454     -30.190411     -11.550508       1.217653
8431              30.680492     -29.937197      -6.461466      -1.818325
8432              35.630669     -35.198074      -4.840633       2.684874
8433              34.061543     -33.184254      -6.127501       4.631175
8434              38.010891     -33.366623     -18.069004      -2.237713
8435              37.744221     -35.693470     -12.230091      -1.013498
8436              40.882061     -40.070290      -4.804709      -6.529124
8437              40.147552     -38.935383       0.341975       9.784939
8438              40.896385     -38.750019      -5.823807      11.706139
8439              33.264038     -32.244495      -5.725457      -5.831631
8440              31.809734     -30.389452      -2.213436      -9.134610
8441              33.957138     -33.589386      -3.318347      -3.718729
8442              43.695030     -42.242500      -0.612225      11.155809
8443              30.023272     -27.323694       0.796507     -12.416851
8444              32.089733     -29.971632      -8.820271       7.324963
8445              40.124931     -38.800598      -7.228508       7.229961
8446              36.097019     -35.553886      -3.298709       5.294762
8447              30.988781     -23.252575      -8.778666     -18.508307
8448              32.342735     -31.678623      -3.448577       5.533948
8449              34.990654     -32.855957      -7.269502       9.590942
8450              29.293943     -28.713614      -5.591319      -1.549406
8451              23.790298     -23.411814      -0.593267      -4.184883
8452              36.015472     -35.122139      -7.491251       2.725952
8453              33.053055     -32.835304      -3.713480      -0.746615
8454              35.211067     -33.858925      -9.371577      -2.359280
8455              32.159637     -31.510887      -4.324141      -4.754781
8456              42.172176     -40.786606      -9.033489       5.774191
8457              32.239777     -28.951691     -12.036888       7.504405
8458              40.777958     -39.371162     -10.153047      -3.109521
8459              34.539764     -33.427750      -6.867061       5.331454
8460              29.951977     -29.674437       4.034626       0.520113
8461              43.449593     -43.057278       3.691927      -4.506372
8462              34.795639     -34.564960      -3.673469       1.582966
8463              37.180664     -36.621269      -2.897405      -5.734937
8464              27.909283     -23.511244      -4.118917     -14.463199
8465              29.365990     -27.023800      -4.130805     -10.724365
8466              28.650732     -26.066784       5.973039     -10.281539
8467              31.286970     -29.507811      -3.315599      -9.857507
8468              27.504128     -24.842592      -7.435862      -9.166817
8469              27.437468     -22.639570      -1.616436     -15.415952
8470              31.808401     -31.370659      -4.135508       3.248651
8471              29.186623     -26.023117      12.826198      -3.185108
8472              26.723297     -26.233393      -3.160417      -3.994436
8473              29.305950     -28.543123      -3.650260      -5.550168
8474              26.780001     -24.402531     -11.030116       0.146495
8475              27.412661     -22.690811      -8.252868     -12.979645
8476              37.337254     -33.610386     -15.963715      -3.093910
8477              35.066769     -33.925991      -6.106651       6.435390
8478              35.657211     -34.479607      -9.077421       0.440453
8479              36.381847     -35.299309      -8.023574       3.635926
8480              25.283756     -22.389774     -11.005988      -4.102999
8481              33.939358     -31.576723     -12.044848      -3.116472
8482              32.118568     -28.181393     -15.020988      -3.432425
8483              41.268345     -37.887966     -16.308783       1.265640
8484              37.035263     -31.461529     -19.524975      -0.747134
8485              38.895939     -37.301231     -10.606548      -3.002222
8486              38.589203     -35.506920     -15.042672      -1.450327
8487              43.255699     -41.745373      -5.145034     -10.094960
8488              39.561371     -37.544926      -7.267403     -10.132388
8489              36.628174     -35.208107      -9.802978      -2.431866
8490              32.515518     -30.848581      -9.047894      -4.874388
8491              32.087944     -29.957909      -8.638868       7.584846
8492              36.641155     -33.774563     -12.024796      -7.566876
8493              34.305363     -32.740471     -10.232549       0.462885
8494              33.957111     -32.156498     -10.353929      -3.441108
8495              37.694027     -34.847870     -13.752624      -4.163050
8496              34.649464     -30.115690     -13.569374     -10.464357
8497              36.689861     -31.926561     -17.277222      -5.323383
8498              36.788475     -35.904221      -7.987391       0.693053
8499              39.061993     -37.480713     -10.999477      -0.216850
8500              40.201519     -38.239094       0.587611     -12.393077
8501              32.569309     -30.701910      -1.404738     -10.778654
8502              31.977161     -28.676254     -14.142222      -0.457001
8503              28.194708     -25.549423     -10.578813      -5.500666
8504              27.580561     -23.661287     -13.199887      -5.156926
8505              45.640968     -41.111553     -18.095989       8.091571
8506              37.511242     -36.228687      -9.145178       3.307736
8507              37.958370     -37.270779      -4.097437       5.910848
8508              31.754446     -30.255634      -8.918132       3.661745
8509              32.354023     -30.543606      -9.505421      -4.849531
8510              36.155720     -33.624218      -9.028720      -9.753475
8511              34.845219     -33.863827      -8.069477      -1.521224
8512              38.767487     -36.702564      -7.320577     -10.111820
8513              37.553089     -35.155155     -12.136607       5.201182
8514              36.363075     -34.639858      -6.057040       9.255574
8515              35.873734     -34.694328      -8.939032       1.822650
8516              40.827095     -40.464325      -4.976381       2.173862
8517              30.568665     -28.420378      -7.374837      -8.505125
8518              40.762825     -37.738937     -15.343354       1.400621
8519              33.318878     -32.944084      -3.624037      -3.420735
8520              23.020226     -22.646526      -3.388385      -2.363151
8521              42.982906     -42.709976      -2.388026      -4.205422
8522              38.334145     -36.093864      -8.913580       9.342785
8523              43.553955     -43.151070      -4.909327      -3.291043
8524              30.659353     -29.677086      -7.396497      -2.135023
8525              35.489609     -34.303699      -8.444715      -3.384596
8526              40.505844     -38.409977      -9.677443       8.470186
8527              41.029575     -39.070114      -7.779185       9.820200
8528              39.974213     -38.678150      -4.827571      -8.867521
8529              39.566734     -39.044708      -4.124462       4.901647
8530              37.397556     -37.185764      -3.362999      -2.118062
8531              39.505585     -38.687862      -1.402717      -7.872287
8532              36.365891     -33.980000     -11.918137       5.078938
8533              30.426929     -28.892717      -9.536482       0.253715
8534              34.696747     -33.960148      -2.585182      -6.624899
8535              34.558456     -32.518703      -8.537508       7.995738
8536              39.780628     -38.721306      -8.397079       3.556398
8537              28.765337     -25.555592      -8.199071      10.350438
8538              40.901058     -37.980251     -14.945244       2.652658
8539              38.597935     -38.358322      -2.626319      -3.397361
8540              39.911114     -39.130852      -2.058606       7.578631
8541              34.566391     -33.937408      -4.708616       4.573477
8542              29.173353     -26.763943      -8.602136      -7.796095
8543              23.625566     -23.466825      -1.565858      -2.241328
8544              31.260302     -30.033607      -6.304422       5.953410
8545              35.190845     -31.118048     -16.063730      -3.466867
8546              37.825123     -34.178932     -15.921236       3.009110
8547              42.066986     -41.226097      -1.263463      -8.273095
8548              33.857571     -33.216496      -5.277407       3.892092
8549              31.119959     -27.080835     -13.241245      -7.729786
8550              44.061104     -43.702545      -4.590921      -3.223624
8551              36.716621     -32.653645     -15.271307       6.974030
8552              31.874630     -30.974537      -2.078612      -7.228378
8553              30.361946     -28.609604      -8.247182      -5.943262
8554              44.848236     -44.211430       6.655182      -3.524534
8555              41.936268     -41.582470      -5.406873      -0.560804
8556              36.666027     -35.950806      -7.205579      -0.129511
8557              36.421658     -33.515022     -13.893270       3.202725
8558              36.610008     -36.138699      -5.818655       0.656146
8559              27.570940     -24.661766     -12.311263      -0.621952
8560              37.196602     -33.457722     -16.214569      -1.120646
8561              42.524651     -42.068504      -6.159117      -0.807570
8562              36.456604     -34.997589      -9.253584       4.315534
8563              37.075626     -35.810062      -6.789104      -6.793348
8564              29.561590     -29.321539       2.218349      -3.035444
8565              37.320606     -35.446220     -10.371427      -5.369035
8566              24.603777     -24.332483      -1.704972      -3.220116
8567              41.495914     -38.197151     -11.743384     -11.179502
8568              27.865011     -26.540979      -8.077378       2.606002
8569              37.041443     -31.433678     -18.715523       5.807023
8570              34.997700     -32.472195     -13.040196      -0.590704
8571              39.723248     -36.214600     -14.561057      -7.376635
8572              36.890770     -36.241230      -1.799617       6.653080
8573              36.867279     -35.665962      -5.810869       7.305408
8574              34.664646     -34.524746      -1.875510      -2.482304
8575              26.937912     -25.898954      -6.651331      -3.264194
8576              30.797007     -29.195324      -8.760602      -4.397783
8577              36.627995     -35.858921      -1.377898      -7.338206
8578              34.139938     -30.334944       0.443795     -15.656613
8579              26.493082     -23.390417     -11.332524      -5.132801
8580              25.225885     -23.985031      -4.862575      -6.117096
8581              29.967976     -26.174879      -9.853601     -10.763914
8582              31.379007     -27.979340     -13.708779       3.723987
8583              42.142143     -42.048229      -2.634895       0.981872
8584              36.193436     -36.137791      -1.212362      -1.598427
